gene	pct.1	pct.2	enrich.ratio	avg_logFC	gene.score	p_val_adj
RANBP1	0.363	0.528	0.6875	0.03263	0.02243	0
REC8	0.129	0.185	0.6973	0.03217	0.02243	0.00281
PPM1K	0.143	0.196	0.72959	0.0307	0.0224	0.03356
TAOK1	0.176	0.265	0.66415	0.03366	0.02235	0
STMN3	0.169	0.249	0.67871	0.03293	0.02235	0
TCEAL4	0.442	0.607	0.72817	0.03064	0.02231	0
DDX39A	0.101	0.147	0.68707	0.03245	0.0223	0.01159
MPV17	0.093	0.142	0.65493	0.03392	0.02222	3.5e-4
ABCB9	0.086	0.129	0.66667	0.03333	0.02222	0.00883
OTUD6B-AS1	0.158	0.219	0.72146	0.03051	0.02201	0.00532
ENO2	0.212	0.31	0.68387	0.03217	0.022	0
ZMYM2	0.226	0.316	0.71519	0.03071	0.02197	5e-5
ACOX1	0.07	0.113	0.61947	0.03544	0.02196	8.5e-4
LMBR1L	0.197	0.294	0.67007	0.03215	0.02154	0
NSRP1	0.162	0.238	0.68067	0.03127	0.02128	1e-5
GGNBP2	0.209	0.322	0.64907	0.03269	0.02122	0
PDHB	0.139	0.195	0.71282	0.0297	0.02117	0.00603
TMCO3	0.08	0.12	0.66667	0.03174	0.02116	0.02103
EAPP	0.297	0.437	0.67963	0.03112	0.02115	0
ARL2BP	0.161	0.238	0.67647	0.03124	0.02113	0
COMMD7	0.197	0.308	0.63961	0.03295	0.02108	0
MYO9A	0.115	0.171	0.67251	0.03114	0.02094	1.8e-4
IGSF3	0.134	0.188	0.71277	0.02929	0.02088	0.02945
POLR2C	0.178	0.266	0.66917	0.03103	0.02076	0
TOP2B	0.391	0.531	0.73635	0.02813	0.02071	0
C1D	0.133	0.194	0.68557	0.03017	0.02069	1.5e-4
NAA20	0.133	0.204	0.65196	0.03168	0.02065	0
NFYC	0.087	0.13	0.66923	0.03079	0.02061	0.00738
IFRD1	0.21	0.314	0.66879	0.03079	0.02059	0
PDHA1	0.267	0.367	0.72751999999999994	0.02829	0.02058	9e-5
ACADVL	0.076	0.114	0.66667	0.03087	0.02058	0.04855
HMG20B	0.082	0.126	0.65079	0.03157	0.02055	0.00148
UPF3B	0.199	0.292	0.68151	0.03014	0.02054	0
POP5	0.101	0.146	0.69178	0.02926	0.02024	0.02122
USP10	0.165	0.241	0.68465	0.02955	0.02023	2e-5
GPATCH2L	0.208	0.303	0.68647	0.02938	0.02017	0
ATM	0.126	0.19	0.66316	0.03027	0.02007	1e-5
LIMD2	0.131	0.193	0.67876	0.02957	0.02007	2e-4
YTHDF3	0.077	0.116	0.66379	0.02997	0.0199	0.0245
SACS	0.128	0.188	0.68085	0.02918	0.01987	2.7e-4
KBTBD6	0.097	0.152	0.63816	0.03109	0.01984	4e-5
POLR2I	0.228	0.328	0.69512	0.02829	0.01967	0
SF3B4	0.133	0.19	0.7	0.02807	0.01965	0.00167
C20orf194	0.106	0.161	0.65839	0.02982	0.01963	1.4e-4
TINF2	0.133	0.19	0.7	0.02802	0.01962	0.00359
ARMCX6	0.097	0.151	0.64238	0.03053	0.01961	4e-5
DDX56	0.083	0.134	0.6194	0.03164	0.0196	4e-5
ZNF664	0.092	0.134	0.68657	0.02851	0.01958	0.04589
USP8	0.163	0.231	0.70563	0.02774	0.01957	1.9e-4
TIMM22	0.083	0.129	0.64341	0.03041	0.01957	4.5e-4
GRHPR	0.144	0.201	0.71642	0.02724	0.01952	0.00644
CCT3	0.392	0.528	0.74242	0.02628	0.01951	2e-5
NDUFB5	0.187	0.27	0.69259	0.02807	0.01944	0
NRDC	0.217	0.326	0.66564	0.02903	0.01933	0
ZNF33A	0.283	0.407	0.69533	0.02773	0.01928	0
CLK4	0.127	0.181	0.70166	0.02747	0.01927	0.00659
COQ9	0.081	0.123	0.65854	0.02917	0.01921	0.00873
TNIK	0.178	0.255	0.69804	0.0275	0.0192	1e-5
DCP1A	0.139	0.202	0.68812	0.02786	0.01917	1.3e-4
EI24	0.169	0.235	0.71915	0.02663	0.01915	0.00251
VRK1	0.117	0.183	0.63934	0.02993	0.01913	0
MRPL27	0.18	0.266	0.67669	0.0282	0.01908	0
EIF6	0.19	0.288	0.65972	0.02884	0.01902	0
ZNF75A	0.156	0.231	0.67532	0.02811	0.01898	1e-5
WBP11	0.204	0.29	0.70345	0.02694	0.01895	2e-5
SNRNP35	0.146	0.223	0.65471	0.02886	0.0189	0
UROD	0.098	0.14	0.7	0.02693	0.01885	0.04378
ACADM	0.204	0.288	0.70833	0.02657	0.01882	2e-5
DNAJC4	0.129	0.208	0.62019	0.03019	0.01872	0
SMAD2	0.093	0.14	0.66429	0.02782	0.01848	0.0021
CTNNBL1	0.159	0.248	0.64113	0.0288	0.01847	0
PDE4DIP	0.183	0.267	0.68539	0.02686	0.01841	0
HIRIP3	0.069	0.107	0.64486	0.02836	0.01829	0.01199
PSMD3	0.184	0.272	0.67647	0.02694	0.01823	0
ANKRD50	0.123	0.171	0.7193	0.02534	0.01823	0.03812
MRPL20	0.249	0.358	0.69553	0.02619	0.01822	0
PMPCA	0.102	0.157	0.64968	0.02783	0.01808	5e-5
PPP4R2	0.223	0.313	0.71246	0.02525	0.01799	2e-5
PSMG2	0.22	0.328	0.67073	0.02663	0.01786	0
MRPL57	0.235	0.35	0.67143	0.02649	0.01779	0
CHMP4A	0.133	0.205	0.64878	0.0273	0.01771	0
HAX1	0.202	0.29	0.69655	0.02542	0.01771	1e-5
LEPROTL1	0.129	0.196	0.65816	0.0269	0.0177	0
INTS10	0.111	0.168	0.66071	0.02675	0.01768	1.6e-4
MCM7	0.154	0.238	0.64706	0.02726	0.01764	0
BHLHB9	0.077	0.116	0.66379	0.02658	0.01764	0.01811
JAKMIP2	0.187	0.273	0.68498	0.02568	0.01759	0
TENM4	0.159	0.226	0.70354	0.02477	0.01743	2.8e-4
CCT6A	0.366	0.509	0.71906	0.02416	0.01737	0
CDIP1	0.075	0.114	0.65789	0.02633	0.01732	0.02096
POLDIP2	0.077	0.115	0.66957	0.02581	0.01728	0.02409
SUCLG1	0.271	0.381	0.71129	0.02428	0.01727	0
RAB33A	0.125	0.193	0.64767	0.02655	0.0172	0
MRPL12	0.074	0.118	0.62712	0.02738	0.01717	2.6e-4
C11orf58	0.534	0.697	0.76614	0.02234	0.01712	0.00663
PTS	0.156	0.238	0.65546	0.02605	0.01708	0
MED23	0.066	0.101	0.65347	0.0261	0.01705	0.02882
ZNHIT1	0.264	0.367	0.71935	0.02368	0.01703	1e-5
COMMD3	0.224	0.326	0.68712	0.0246	0.0169	0
SHFM1	0.321	0.463	0.6933	0.02418	0.01676	0
NOL4	0.125	0.19	0.65789	0.02535	0.01668	1e-5
ADGRB3	0.153	0.223	0.6861	0.02432	0.01668	6e-5
EXOSC7	0.106	0.158	0.67089	0.02481	0.01665	6e-4
RABAC1	0.363	0.508	0.71457	0.02323	0.0166	0
PDCL3	0.113	0.165	0.68485	0.02417	0.01655	0.00192
CLK3	0.107	0.156	0.6859	0.02405	0.0165	0.00499
WBSCR22	0.135	0.199	0.67839	0.02405	0.01632	6e-5
FAM228B	0.101	0.15	0.67333	0.02409	0.01622	0.00112
CLMP	0.398	0.537	0.74115	0.02186	0.0162	2e-5
PPIL4	0.183	0.271	0.67528	0.02397	0.01619	0
ZFPL1	0.076	0.117	0.64957	0.02492	0.01619	0.004
PPIB	0.342	0.492	0.69512	0.02328	0.01618	0
ANP32A	0.31	0.464	0.6681	0.024140000000000002	0.01613	0
CEP290	0.153	0.226	0.67699	0.02362	0.01599	1e-5
FAM200B	0.214	0.305	0.70164	0.02275	0.01596	0
NFAT5	0.086	0.127	0.67717	0.02356	0.01596	0.02622
CTNNA1	0.195	0.28	0.69643	0.02289	0.01594	1e-5
IFI27L2	0.182	0.27	0.67407	0.02356	0.01588	0
MKKS	0.1	0.165	0.60606	0.02621	0.01588	0
ARL16	0.161	0.254	0.63386	0.02499	0.01584	0
CEP70	0.091	0.146	0.62329	0.02523	0.01573	1e-5
NUDT3	0.298	0.429	0.69464	0.02249	0.01562	0
BAD	0.155	0.224	0.69196	0.02232	0.01545	8e-5
EHBP1	0.16	0.225	0.71111	0.02173	0.01545	0.00119
NT5C2	0.083	0.123	0.6748	0.02276	0.01536	0.03074
COX5B	0.472	0.629	0.7504	0.02046	0.01535	1.4e-4
ARL6IP5	0.214	0.305	0.70164	0.02186	0.01534	1e-5
FAM13B	0.11	0.169	0.65089	0.02342	0.01525	1e-5
SLC35E2B	0.158	0.235	0.67234	0.02266	0.01524	0
SMC1A	0.178	0.25	0.712	0.0213	0.01516	3.6e-4
FAM127B	0.204	0.286	0.71329	0.02115	0.01508	1.7e-4
AGPAT4	0.097	0.152	0.63816	0.02362	0.01507	5e-5
COMT	0.164	0.239	0.68619	0.02192	0.01504	1e-5
ATP5O	0.46	0.671	0.68554	0.02183	0.01497	0
IK	0.35	0.493	0.70994	0.02107	0.01496	0
ANAPC16	0.183	0.272	0.67279	0.02222	0.01495	0
VTI1B	0.139	0.205	0.67805	0.02203	0.01494	9e-5
MRPL18	0.188	0.271	0.69373	0.02144	0.014880000000000001	1e-5
HSDL1	0.142	0.204	0.69608	0.02137	0.014880000000000001	2.4e-4
VASH2	0.074	0.114	0.64912	0.02293	0.014880000000000001	0.006
PKNOX1	0.106	0.158	0.67089	0.02216	0.01487	0.0011
DAAM1	0.401	0.568	0.70599	0.02102	0.01484	0
MRPS15	0.116	0.171	0.67836	0.02178	0.01478	3.6e-4
UBE2E3	0.45	0.585	0.76923	0.0192	0.01477	0.00432
IFT43	0.108	0.173	0.62428	0.02361	0.01474	0
CCNG1	0.096	0.141	0.68085	0.02165	0.01474	0.00984
P4HB	0.117	0.2	0.585	0.02503	0.01464	0
ARF1	0.35	0.464	0.75431	0.01933	0.01458	2.4e-4
ATP5S	0.08	0.125	0.64	0.02266	0.0145	8.8e-4
RHEB	0.283	0.411	0.68856	0.02095	0.01443	0
ACLY	0.092	0.138	0.66667	0.02164	0.01442	0.0043
SERP1	0.296	0.407	0.72727	0.01981	0.01441	1e-5
TRIM37	0.085	0.141	0.60284	0.02384	0.01437	0
TTC17	0.129	0.18	0.71667	0.02003	0.01436	0.0283
IFI44	0.144	0.206	0.69903	0.0205	0.01433	5.1e-4
EIF2B2	0.07	0.112	0.625	0.02293	0.01433	6e-4
API5	0.076	0.117	0.64957	0.02206	0.01433	0.00622
TTC14	0.173	0.237	0.72996	0.01959	0.0143	0.00481
UBR5	0.205	0.297	0.69024	0.02069	0.01428	0
COA4	0.145	0.23	0.63043	0.02261	0.01426	0
CNTRL	0.094	0.145	0.64828	0.02196	0.01423	2.1e-4
PRKACB	0.145	0.223	0.65022	0.02186	0.01421	0
TBPL1	0.168	0.255	0.65882	0.02154	0.01419	0
SAR1B	0.074	0.112	0.66071	0.0214	0.01414	0.0143
ERCC6L2	0.084	0.131	0.64122	0.02187	0.01403	3e-4
NOP56	0.191	0.274	0.69708	0.02009	0.01401	2e-5
POMGNT1	0.068	0.104	0.65385	0.02138	0.01398	0.03194
DNAJC2	0.126	0.184	0.68478000000000006	0.02023	0.01385	3.2e-4
SRGAP3	0.452	0.609	0.7422	0.01843	0.01368	1e-5
EBLN3	0.13	0.183	0.71038	0.01921	0.01365	0.01301
MARCKSL1	0.776	0.936	0.82906	0.01643	0.01362	0
TBR1	0.268	0.362	0.74033	0.01837	0.0136	3.4e-4
SF3B3	0.091	0.141	0.64539	0.02104	0.01358	3.1e-4
SYNJ2BP	0.089	0.136	0.65441	0.02074	0.01357	6.5e-4
SEC31A	0.151	0.219	0.6895	0.01956	0.01349	4e-5
LBH	0.156	0.253	0.6166	0.0218	0.01344	0
PLPP5	0.192	0.278	0.69065	0.01944	0.01343	0
SAFB	0.194	0.303	0.64026	0.02093	0.0134	0
DRAP1	0.28	0.39	0.71795	0.01866	0.01339	1e-5
ZNF677	0.163	0.253	0.64427	0.02077	0.01338	0
KPNA6	0.09	0.141	0.6383	0.02094	0.01337	7e-5
TIMMDC1	0.087	0.133	0.65414	0.02044	0.01337	0.0018
CDC37	0.224	0.344	0.65116	0.02049	0.01334	0
DDRGK1	0.123	0.191	0.64398	0.02062	0.01328	0
DERL1	0.097	0.146	0.66438	0.01997	0.01327	8.1e-4
MYT1	0.12	0.176	0.68182	0.01934	0.01319	6.2e-4
ZSCAN18	0.182	0.27	0.67407	0.0194	0.01308	0
GNAO1	0.169	0.263	0.64259	0.02031	0.01305	0
WDR13	0.134	0.191	0.70157	0.01858	0.01303	0.0031
LINC00969	0.166	0.233	0.71245	0.01828	0.01302	7.6e-4
HNRNPH2	0.16	0.239	0.66946	0.01942	0.013	0
EXOC6	0.084	0.134	0.62687	0.0207	0.01298	1e-4
PNRC2	0.124	0.187	0.6631	0.01955	0.01296	2e-5
AK6	0.088	0.14	0.62857	0.02053	0.0129	2e-5
NOVA2	0.112	0.188	0.59574	0.02161	0.01287	0
MAGOHB	0.079	0.125	0.632	0.0203	0.01283	5.1e-4
USE1	0.19	0.274	0.69343	0.01848	0.01281	1e-5
SKIL	0.153	0.236	0.64831	0.01969	0.01276	0
ZNF493	0.121	0.173	0.69942	0.01821	0.01274	0.00621
LYRM2	0.16	0.247	0.64777	0.01958	0.01268	0
FRA10AC1	0.131	0.193	0.67876	0.01853	0.01258	8e-5
TNPO3	0.081	0.126	0.64286	0.01957	0.01258	6.7e-4
MARCH7	0.285	0.394	0.72335	0.01736	0.01256	1e-5
SPAG16	0.102	0.162	0.62963	0.01986	0.01251	0
EIF4H	0.176	0.268	0.65672	0.01903	0.01249	0
HBP1	0.125	0.2	0.625	0.01997	0.01248	0
RPF1	0.106	0.153	0.69281	0.01795	0.01243	0.00864
MRPS10	0.127	0.192	0.66146	0.01853	0.01226	1e-5
SLC22A17	0.163	0.246	0.6626	0.01839	0.01219	0
RPL27	0.706	0.891	0.79237	0.01532	0.01214	0
RNF146	0.154	0.231	0.66667	0.01821	0.01214	0
KIAA1715	0.111	0.171	0.64912	0.0186	0.01208	1e-5
FNIP2	0.082	0.13	0.63077	0.01911	0.01206	1.8e-4
ANAPC10	0.077	0.122	0.63115	0.01909	0.01205	8.5e-4
MRPL49	0.067	0.11	0.60909	0.01975	0.01203	2.8e-4
CCNDBP1	0.084	0.138	0.6087	0.01972	0.01201	1e-5
UBE2A	0.106	0.165	0.64242	0.01866	0.01199	1e-5
MAPRE3	0.093	0.139	0.66906	0.01791	0.01198	0.00144
C17orf75	0.087	0.132	0.65909	0.01815	0.01196	0.00421
ICE2	0.086	0.129	0.66667	0.0177	0.0118	0.00829
TXN2	0.219	0.326	0.67178	0.01753	0.01178	0
C11orf74	0.106	0.159	0.66667	0.01766	0.01177	3.7e-4
PPID	0.106	0.166	0.63855	0.01821	0.01163	1e-5
GRIA3	0.241	0.336	0.71726	0.01617	0.0116	1e-5
SURF2	0.069	0.109	0.63303	0.01831	0.01159	0.00368
AGGF1	0.086	0.142	0.60563	0.01907	0.01155	0
TTC28	0.341	0.482	0.70747	0.01627	0.01151	0
EZH1	0.11	0.166	0.66265	0.0173	0.01146	1.6e-4
PHYHIPL	0.212	0.301	0.70432	0.01618	0.0114	1e-5
FBXO3	0.106	0.171	0.61988	0.01836	0.01138	0
RALGAPA2	0.088	0.142	0.61972	0.01834	0.01137	1e-5
TTYH2	0.099	0.153	0.64706	0.01754	0.01135	5e-5
LMAN1	0.114	0.17	0.67059	0.01686	0.01131	1.5e-4
GTPBP4	0.144	0.215	0.66977	0.01681	0.01126	1e-5
SLC1A2	0.134	0.189	0.70899	0.01585	0.01124	0.00289
LUC7L	0.261	0.382	0.68325	0.01632	0.01115	0
B4GALNT1	0.103	0.148	0.69595	0.01585	0.01103	0.02954
IRS2	0.111	0.169	0.6568	0.01676	0.01101	5e-5
LIAS	0.093	0.136	0.68382	0.0161	0.01101	0.02076
LTA4H	0.105	0.161	0.65217	0.01686	0.011	2e-5
TET2	0.076	0.117	0.64957	0.01691	0.01099	0.00361
NAPG	0.083	0.125	0.664	0.01653	0.01098	0.00411
CEP78	0.112	0.163	0.68712	0.01595	0.01096	0.00248
HIPK2	0.104	0.149	0.69799	0.01565	0.01092	0.01901
MKRN1	0.248	0.369	0.67209	0.01615	0.01086	0
HAGH	0.094	0.153	0.61438	0.01765	0.01085	0
CRTC3	0.073	0.118	0.61864	0.01735	0.01074	1.3e-4
NAGK	0.153	0.232	0.65948	0.01621	0.01069	0
XRCC1	0.072	0.116	0.62069	0.01698	0.01054	3.7e-4
RUVBL1	0.111	0.157	0.70701	0.01479	0.01046	0.01737
MPC2	0.232	0.344	0.67442	0.01544	0.01041	0
MRPS18C	0.18	0.271	0.66421	0.01564	0.01039	0
DCAF6	0.068	0.104	0.65385	0.01589	0.01039	0.01354
LSM14A	0.21	0.303	0.69307	0.01498	0.01038	0
MED7	0.07	0.106	0.66038	0.01563	0.01032	0.028
IPO5	0.107	0.158	0.67722	0.01514	0.01025	0.00218
VKORC1	0.094	0.16	0.5875	0.01743	0.01024	0
RPP30	0.115	0.162	0.70988	0.01443	0.01024	0.02745
VPS53	0.096	0.151	0.63576	0.01609	0.01023	3e-5
UNC45A	0.089	0.133	0.66917	0.01512	0.01011	0.00645
LEPROT	0.225	0.337	0.66766	0.01507	0.01006	0
HEATR6	0.084	0.14	0.6	0.01675	0.01005	0
PRIM1	0.088	0.142	0.61972	0.01618	0.01003	1e-5
CYLD	0.067	0.107	0.62617	0.01601	0.01003	0.00124
MED19	0.218	0.331	0.65861	0.0152	0.01001	0
CLUAP1	0.1	0.161	0.62112	0.0161	0.01	0
CLASP1	0.091	0.139	0.65468	0.01517	0.00993	4.1e-4
KMT2E	0.599	0.777	0.77091	0.01286	0.00992	1.8e-4
CHMP7	0.1	0.147	0.68027	0.01451	0.00987	0.00688
AGO3	0.139	0.209	0.66507	0.01482	0.00986	0
NKTR	0.433	0.581	0.74527	0.01322	0.00985	6e-5
PATZ1	0.063	0.103	0.61165	0.01611	0.00985	5.7e-4
ANP32E	0.089	0.149	0.59732	0.01647	0.00984	0
FER	0.116	0.166	0.6988	0.01394	0.00974	0.00473
PAAF1	0.084	0.128	0.65625	0.01474	0.00968	0.00235
RSPRY1	0.181	0.273	0.663	0.01453	0.00963	0
OCIAD1	0.335	0.476	0.70378	0.01363	0.0096	0
SDHA	0.141	0.2	0.705	0.01361	0.00959	0.0021
PRR4	0.135	0.211	0.63981	0.01498	0.00958	0
SDCCAG8	0.191	0.285	0.67018	0.01426	0.00956	0
OFD1	0.135	0.188	0.71809	0.01328	0.00954	0.01552
SMYD3	0.067	0.104	0.64423	0.01472	0.00948	0.01058
C12orf43	0.066	0.105	0.62857	0.01495	0.0094	0.00259
SAR1A	0.085	0.147	0.57823	0.01614	0.00933	0
RGS12	0.169	0.247	0.68421	0.01363	0.00933	0
DNAJC8	0.367	0.506	0.7253	0.0128	0.00929	0
MRPL14	0.155	0.24	0.64583	0.01421	0.00917	0
ZEB1	0.263	0.346	0.76012	0.01205	0.00916	0.01345
ZNF226	0.074	0.13	0.56923	0.01588	0.00904	0
PSMC6	0.25	0.364	0.68681	0.01315	0.00903	0
NDUFS8	0.2	0.282	0.70922	0.0127	0.00901	1e-4
PPP1R9A	0.188	0.286	0.65734	0.01361	0.00895	0
CALU	0.081	0.126	0.64286	0.01382	0.00888	0.00119
ZMYM5	0.135	0.205	0.65854	0.01344	0.00885	0
DHX33	0.063	0.105	0.6	0.01474	0.00884	1.2e-4
PRPF8	0.203	0.325	0.62462	0.01401	0.00875	0
LAS1L	0.075	0.114	0.65789	0.01328	0.00874	0.00867
MLLT4-AS1	0.088	0.132	0.66667	0.01296	0.00864	0.00555
NELFE	0.17	0.246	0.69106	0.01247	0.00862	1e-5
TMEM25	0.093	0.136	0.68382	0.01258	0.0086	0.02038
UQCC2	0.092	0.141	0.65248	0.01315	0.00858	2.2e-4
SELM	0.063	0.105	0.6	0.01426	0.00855	2.5e-4
FAM215B	0.11	0.179	0.61453	0.01378	0.00847	0
ZNF566	0.072	0.121	0.59504	0.01422	0.00846	1e-5
GABPB1-AS1	0.346	0.468	0.73932	0.01141	0.00844	1.6e-4
PHKB	0.201	0.308	0.6526	0.01284	0.00838	0
RNGTT	0.075	0.119	0.63025	0.01327	0.00836	7.4e-4
CEP350	0.188	0.271	0.69373	0.01203	0.00834	1e-5
CD2BP2	0.083	0.132	0.62879	0.01319	0.0083	1e-4
CDC73	0.104	0.158	0.65823	0.01243	0.00818	1.7e-4
NNT-AS1	0.103	0.151	0.68212	0.01199	0.00818	0.00296
FIP1L1	0.19	0.287	0.66202	0.01231	0.00815	0
KIAA0922	0.077	0.115	0.66957	0.01216	0.00814	0.02319
GRPEL1	0.076	0.125	0.608	0.01334	0.00811	3e-5
NRBP1	0.111	0.175	0.63429	0.01268	0.00804	0
CCAR1	0.202	0.287	0.70383	0.01139	0.00801	2e-5
CELF2	0.425	0.568	0.74824	0.01066	0.00797	8e-5
TSPAN13	0.253	0.383	0.66057	0.01205	0.00796	0
FANCF	0.129	0.203	0.63547	0.01245	0.00791	0
BAX	0.116	0.175	0.66286	0.01193	0.00791	4e-5
GSE1	0.153	0.241	0.63485	0.01234	0.00783	0
NPAT	0.082	0.133	0.61654	0.01269	0.00782	3e-5
MCF2L	0.078	0.139	0.56115	0.01382	0.00776	0
PPP1R2	0.185	0.271	0.68266	0.01133	0.00774	0
CINP	0.081	0.125	0.648	0.01189	0.0077	0.00189
TXNIP	0.134	0.187	0.71658	0.01073	0.00769	0.00648
LSM1	0.153	0.225	0.68	0.01122	0.00763	1e-5
WAPL	0.154	0.234	0.65812	0.01152	0.00758	0
SDHB	0.129	0.181	0.71271	0.01059	0.00754	0.01011
PUM3	0.165	0.26	0.63462	0.01183	0.00751	0
CEP250	0.068	0.116	0.58621	0.01278	0.00749	2e-5
TMEM183A	0.128	0.198	0.64646	0.01155	0.00747	0
FAM45A	0.095	0.155	0.6129	0.012070000000000001	0.0074	0
LASP1	0.086	0.139	0.61871	0.01196	0.0074	1e-5
FAM155A	0.083	0.132	0.62879	0.01177	0.0074	1.3e-4
LCORL	0.117	0.186	0.62903	0.01154	0.00726	0
TSPAN3	0.24	0.356	0.67416	0.01054	0.00711	0
CCDC88A	0.299	0.416	0.71875	0.00977	0.00702	0
APC	0.352	0.478	0.7364	0.00948	0.00698	1e-5
UCKL1	0.065	0.102	0.63725	0.01094	0.00697	0.00663
FADS1	0.147	0.215	0.68372	0.01019	0.00696	1e-5
FAM92A1	0.141	0.205	0.6878	0.0101	0.00695	1.5e-4
TRIAP1	0.133	0.19	0.7	0.00982	0.00688	0.00313
KNOP1	0.152	0.228	0.66667	0.01024	0.00683	0
POLR3F	0.065	0.119	0.54622	0.01239	0.00677	0
PPP1R18	0.084	0.139	0.60432	0.01119	0.00676	0
TRAPPC2L	0.129	0.192	0.67188	0.01006	0.00676	4e-5
CDKL5	0.08	0.121	0.66116	0.01016	0.00672	0.00562
HINT3	0.091	0.145	0.62759	0.01066	0.00669	1e-5
CREB1	0.224	0.311	0.72026	0.00926	0.00667	3e-5
SCYL1	0.063	0.101	0.62376	0.01068	0.00666	0.00275
TAGLN2	0.112	0.165	0.67879	0.00978	0.00664	0.00119
ANKRD39	0.078	0.129	0.60465	0.0108	0.00653	0
PRRT2	0.088	0.145	0.6069	0.01066	0.00647	0
CEP68	0.1	0.153	0.65359	0.0099	0.00647	1.1e-4
RPL36AL	0.508	0.695	0.73094	0.00874	0.00638	0
MAP4	0.307	0.429	0.71562	0.00891	0.00638	0
ATP1A3	0.085	0.134	0.63433	0.01002	0.00636	1.3e-4
BAIAP2	0.054	0.106	0.50943	0.01243	0.00633	0
LINC00662	0.089	0.155	0.57419	0.011	0.00632	0
FBXL12	0.061	0.103	0.59223	0.01064	0.0063	1.9e-4
COX17	0.119	0.182	0.65385	0.00962	0.00629	0
SMS	0.405	0.571	0.70928	0.00883	0.00626	0
KDELR2	0.076	0.113	0.67257	0.00921	0.00619	0.03712
ACTR3	0.266	0.384	0.69271	0.00892	0.00618	0
NDUFS1	0.117	0.178	0.6573	0.00937	0.00616	1e-5
RFC2	0.071	0.109	0.65138	0.00926	0.00603	0.01218
UNK	0.063	0.108	0.58333	0.01033	0.00602	1e-5
THAP7	0.081	0.128	0.63281	0.00933	0.0059	1.6e-4
ZNF559	0.069	0.126	0.54762	0.01067	0.00584	0
HDAC5	0.125	0.21	0.59524	0.00979	0.00583	0
IPO9	0.14	0.212	0.66038	0.00882	0.00582	0
RNASEH2B	0.129	0.215	0.6	0.00961	0.00577	0
ARPC3	0.395	0.551	0.71688	0.00793	0.00568	0
NDUFAB1	0.307	0.488	0.6291	0.00896	0.00564	0
CIAO1	0.117	0.182	0.64286	0.00876	0.00563	0
C11orf49	0.092	0.14	0.65714	0.00854	0.00561	7e-4
DDB1	0.117	0.178	0.6573	0.00845	0.00555	2e-5
MARCH1	0.117	0.172	0.68023	0.00815	0.00554	4.6e-4
NUBP2	0.13	0.206	0.63107	0.00871	0.0055	0
ATAD1	0.09	0.149	0.60403	0.00896	0.00541	0
NVL	0.076	0.117	0.64957	0.00827	0.00537	0.00255
SSH2	0.069	0.117	0.58974	0.00908	0.00536	1e-5
MPZL1	0.093	0.145	0.64138	0.00819	0.00525	1.3e-4
GRIPAP1	0.126	0.2	0.63	0.00826	0.0052	0
PCNXL4	0.113	0.182	0.62088	0.00837	0.0052	0
DCUN1D1	0.075	0.115	0.65217	0.00792	0.00516	0.00517
NRSN1	0.071	0.118	0.60169	0.00855	0.00514	3e-5
MZT1	0.084	0.125	0.672	0.00761	0.00511	0.00851
ADD2	0.103	0.164	0.62805	0.00787	0.00494	0
OSTC	0.133	0.197	0.67513	0.00732	0.00494	2e-5
RANBP2	0.119	0.179	0.6648	0.00739	0.00491	2e-5
RGS17	0.091	0.141	0.64539	0.00759	0.0049	1.4e-4
AP1S2	0.334	0.491	0.68024	0.00708	0.00481	0
BCL11A	0.244	0.346	0.7052	0.00676	0.00477	0
ORC3	0.069	0.117	0.58974	0.00808	0.00477	1e-5
RDH11	0.178	0.28	0.63571	0.00747	0.00475	0
ARL4D	0.212	0.321	0.66044	0.00716	0.00473	0
SV2A	0.086	0.127	0.67717	0.00698	0.00473	0.02045
TMBIM6	0.295	0.45	0.65556	0.00717	0.0047	0
KDM5B	0.408	0.564	0.7234	0.00636	0.0046	0
EIF4EBP2	0.076	0.122	0.62295	0.00739	0.0046	1.6e-4
MRPL21	0.189	0.289	0.65398	0.00692	0.00452	0
ARPP21	0.128	0.187	0.68449	0.00653	0.00447	3.9e-4
RNMT	0.375	0.557	0.67325	0.00653	0.0044	0
CRK	0.125	0.199	0.62814	0.00691	0.00434	0
RCBTB2	0.088	0.146	0.60274	0.00711	0.00429	0
HNRNPLL	0.085	0.129	0.65891	0.00651	0.00429	0.00161
DUSP11	0.111	0.172	0.64535	0.00652	0.00421	0
GLCE	0.154	0.24	0.64167	0.00648	0.00416	0
BRD2	0.243	0.35	0.69429	0.00595	0.00413	0
DNAJC9	0.121	0.184	0.65761	0.00617	0.00406	2e-5
ANKRD26	0.131	0.201	0.65174	0.00619	0.00404	0
C6orf62	0.134	0.205	0.65366	0.00616	0.00403	0
ECD	0.073	0.114	0.64035	0.00624	0.004	0.00406
ALDH9A1	0.089	0.134	0.66418	0.006	0.00399	0.00166
ABHD14A	0.071	0.109	0.65138	0.0061	0.00397	0.00579
SBDS	0.147	0.239	0.61506	0.00641	0.00394	0
C16orf45	0.212	0.344	0.61628	0.00637	0.00393	0
MRPS30	0.138	0.215	0.64186	0.0061	0.00391	0
C11orf54	0.084	0.134	0.62687	0.00622	0.0039	3e-5
NF1	0.157	0.242	0.64876	0.00599	0.00389	0
CHCHD3	0.1	0.162	0.61728	0.00623	0.00385	0
