gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	name_1006	n	description	go_id	definition_1006	namespace_1003	family	is_tf	stage_region	stage	region
TPM1	early_pfc	pfc	rg_early	rg_pfc	rg	gw16	0.23568	0	-0.07	0.875	0.49	0.56	0.26934	protein binding	2221	tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
CLU	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	1.23492	0	0.197	1.34142	0.774	0.577	0.9206	protein binding	2221	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
AC090498.1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.9901	0	0.096	1.11215	0.952	0.856	0.89026	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
PEA15	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.81712	3.4e-4	0.146	1.26838	0.69	0.544	0.64422	protein binding	2221	proliferation and apoptosis adaptor protein 15 [Source:HGNC Symbol;Acc:HGNC:8822]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
DBI	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.79932	0	0.08	1.09558	0.917	0.837	0.72959	identical protein binding	321	diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]	GO:0042802	Interacting selectively and non-covalently with an identical protein or proteins.	molecular_function	NA	non_TF	early_pfc	early	pfc
CREB5	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.78564	0.01274	0.037	1.07789	0.512	0.475	0.72887	protein binding	2221	cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	TF_bZIP	TF	early_pfc	early	pfc
HSPB1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.78499	0.00764	0.066	1.11935	0.619	0.553	0.70129	protein binding	2221	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PTN	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.77683	0	0.019	1.01985	0.976	0.957	0.76171	protein binding	2221	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
H3F3B	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.75234	0	0	1	0.988	0.988	0.75234	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
FABP7	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.73111	0.03554	-0.007	0.99288	0.976	0.983	0.73636	nervous system development	181	fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]	GO:0007399	The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.	biological_process	NA	non_TF	early_pfc	early	pfc
HMGN3	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.69684	3e-5	0.046	1.06021	0.81	0.764	0.65727	DNA binding	343	high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]	GO:0003677	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function	NA	non_TF	early_pfc	early	pfc
MYL6	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.64158	1e-5	0.005	1.00541	0.929	0.924	0.63812	protein binding	2221	myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PFN2	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.57155	0.02465	0.018	1.03557	0.524	0.506	0.55191	protein binding	2221	profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
NDUFB2	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.56886	9.7e-4	-0.02	0.97481	0.774	0.794	0.58356	oxidation-reduction process	208	NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	early_pfc	early	pfc
SSBP1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.5609	0.01818	0.032	1.06349	0.536	0.504	0.52741	protein binding	2221	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
TPI1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.54614	0.00559	0.039	1.05394	0.762	0.723	0.51819	protein binding	2221	triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
CCDC167	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.53065	0.00823	0.011	1.01964	0.571	0.56	0.52043	protein binding	2221	coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SRI	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.51344	8e-5	-0.04	0.93333	0.56	0.6	0.55011	protein binding	2221	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
ENO1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.47553	4e-5	-0.106	0.81404	0.464	0.57	0.58417	protein binding	2221	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PTPRZ1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.47055	0	-0.151	0.82782	0.726	0.877	0.56842	protein binding	2221	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SPCS2	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.46045	4.9e-4	-0.042	0.94531	0.726	0.768	0.48709	hydrolase activity	198	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	GO:0016787	Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.	molecular_function	NA	non_TF	early_pfc	early	pfc
PRDX5	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.455	0.01005	-0.039	0.9373	0.583	0.622	0.48544	protein binding	2221	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SEPT7	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.44023	0.00166	-0.049	0.93958	0.762	0.811	0.46854	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
TRMT112	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.4193	0.04739	-0.044	0.91912	0.5	0.544	0.4562	protein binding	2221	tRNA methyltransferase subunit 11-2 [Source:HGNC Symbol;Acc:HGNC:26940]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
WBP5	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.40464	0.00106	-0.033	0.95365	0.679	0.712	0.42431	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
VIM	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.401	0.01391	-0.056	0.93349	0.786	0.842	0.42957	protein binding	2221	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
MALAT1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.40023	0.01102	0	1	1	1	0.40023	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
HSPE1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.39845	0	-0.114	0.83644	0.583	0.697	0.47637	protein binding	2221	heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
ATP5G3	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.35878	0.01922	-0.143	0.75	0.429	0.572	0.47838	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
SLIRP	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.3502	0.00542	-0.069	0.91051	0.702	0.771	0.38462	protein binding	2221	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
TMSB15A	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.34786	0.01946	-0.077	0.90822	0.762	0.839	0.38301	actin binding	118	thymosin beta 15a [Source:HGNC Symbol;Acc:HGNC:30744]	GO:0003779	Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.	molecular_function	NA	non_TF	early_pfc	early	pfc
SAT1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.33462	0.03421	-0.117	0.78571	0.429	0.546	0.42588	protein binding	2221	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
POLR2K	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.33055	0.01413	-0.089	0.82411	0.417	0.506	0.4011	protein binding	2221	RNA polymerase II subunit K [Source:HGNC Symbol;Acc:HGNC:9198]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
GPM6B	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.32849	0.01921	-0.077	0.86372	0.488	0.565	0.38033	multicellular organism development	221	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	GO:0007275	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	biological_process	NA	non_TF	early_pfc	early	pfc
NDUFA6	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.32678	0.01893	-0.067	0.88183	0.5	0.567	0.37056	oxidation-reduction process	208	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	early_pfc	early	pfc
DSTN	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.32485	0.0196	-0.073	0.90724	0.714	0.787	0.35806	protein binding	2221	destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
ZFP36L1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.32178	0.04399	-0.089	0.8489	0.5	0.589	0.37905	protein binding	2221	ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	zf-CCCH	TF	early_pfc	early	pfc
RHEB	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.31529	0.00469	-0.125	0.78336	0.452	0.577	0.40248	protein binding	2221	Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PSMA4	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.30938	0.00639	-0.066	0.90996	0.667	0.733	0.34	protein binding	2221	proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
DDX5	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.30461	0.00103	-0.133	0.81731	0.595	0.728	0.3727	protein binding	2221	DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
POLR2F	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.27968	0.00392	-0.103	0.82211	0.476	0.579	0.3402	DNA binding	343	RNA polymerase II subunit F [Source:HGNC Symbol;Acc:HGNC:9193]	GO:0003677	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function	NA	non_TF	early_pfc	early	pfc
EZR	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.27264	7e-4	-0.141	0.74731	0.417	0.558	0.36482	protein binding	2221	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SELK	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.26388	1.1e-4	-0.155	0.72321	0.405	0.56	0.36487000000000003	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
TUBB2A	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.25997	0	-0.284	0.68126	0.607	0.891	0.3816	protein binding	2221	tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
VBP1	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.25836	3.7e-4	-0.141	0.72989	0.381	0.522	0.35398	protein binding	2221	VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SRSF5	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.25695	0.01985	-0.117	0.77586	0.405	0.522	0.33118	protein binding	2221	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
COPE	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.25475	0.00442	-0.118	0.79298	0.452	0.57	0.32125	protein binding	2221	COPI coat complex subunit epsilon [Source:HGNC Symbol;Acc:HGNC:2234]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
LSM4	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.25172	0.00642	-0.111	0.77976	0.393	0.504	0.32282	protein binding	2221	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
COX8A	early_pfc	pfc	rg_early	rg_pfc	rg	gw17	0.2502	0.00282	-0.148	0.77576	0.512	0.66	0.32252	protein binding	2221	cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
