gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
FSCN1	pfc	ipc	gw18	0.42411	0	0.079	1.35267	0.303	0.224	0.31353
ALKBH7	pfc	ipc	gw18	0.42032	0	0.11	1.38596	0.395	0.285	0.30327
KIAA0232	pfc	ipc	gw18	0.41896	0	0.06	1.51281	0.177	0.117	0.27694
RPS10	pfc	ipc	gw18	0.41331	0	0.027	1.03139	0.887	0.86	0.40073
JAK1	pfc	ipc	gw18	0.41314	0	0.06	1.65216	0.152	0.092	0.25006
RBM17	pfc	ipc	gw18	0.41204	0	0.07	1.32257	0.287	0.217	0.31155
FAAP20	pfc	ipc	gw18	0.41174	0	0.054	1.35525	0.206	0.152	0.30381
ITM2B	pfc	ipc	gw18	0.40707	0	0.085	1.2796	0.389	0.304	0.31812
ATP6V0B	pfc	ipc	gw18	0.407	0	0.101	1.31077	0.426	0.325	0.31051
BID	pfc	ipc	gw18	0.405	1e-5	0.061	1.40666	0.211	0.15	0.28792
TRIM36	pfc	ipc	gw18	0.40262	0	0.086	1.41747	0.292	0.206	0.28404
ERI3	pfc	ipc	gw18	0.39789	5e-5	0.061	1.47286	0.19	0.129	0.27015
SCAND1	pfc	ipc	gw18	0.3955	0	0.101	1.28612	0.454	0.353	0.30751
ZEB2	pfc	ipc	gw18	0.39399	0	0.099	1.275	0.459	0.36	0.30902
SERP2	pfc	ipc	gw18	0.39217	0	0.068	1.33009	0.274	0.206	0.29485
SMS	pfc	ipc	gw18	0.38774	0	0.104	1.28729	0.466	0.362	0.30121
UROS	pfc	ipc	gw18	0.38486	0	0.058	1.52251	0.169	0.111	0.25278
NDUFB11	pfc	ipc	gw18	0.38341	0	0.065	1.09461	0.752	0.687	0.35027
RPS21	pfc	ipc	gw18	0.38327	0	0.022	1.02394	0.941	0.919	0.37431
SHTN1	pfc	ipc	gw18	0.37815	0	0.083	1.21282	0.473	0.39	0.3118
TBCB	pfc	ipc	gw18	0.37713	0	0.135	1.32066	0.556	0.421	0.28556
BCL11B	pfc	ipc	gw18	0.37564	0	0.074	1.37185	0.273	0.199	0.27382
CALM1	pfc	ipc	gw18	0.37373	0	0.155	1.21831	0.865	0.71	0.30676
NDUFS3	pfc	ipc	gw18	0.37307	0	0.057	1.2676	0.27	0.213	0.29431
MRPS34	pfc	ipc	gw18	0.36806	0	0.064	1.3216	0.263	0.199	0.2785
RRAGA	pfc	ipc	gw18	0.36785	0	0.059	1.28365	0.267	0.208	0.28657
GPM6A	pfc	ipc	gw18	0.36767	0	0.019	1.02043	0.949	0.93	0.36031
CCDC107	pfc	ipc	gw18	0.3626	1e-5	0.056	1.39436	0.198	0.142	0.26005
ARPC5L	pfc	ipc	gw18	0.36203	0	0.049	1.43749	0.161	0.112	0.25185
MYEF2	pfc	ipc	gw18	0.35891	0	0.064	1.33333	0.256	0.192	0.26919
RABAC1	pfc	ipc	gw18	0.35518	0	0.099	1.2853	0.446	0.347	0.27634
RPS2	pfc	ipc	gw18	0.35382	0	0.232	1.30248	0.999	0.767	0.27165
NDUFAB1	pfc	ipc	gw18	0.35222	0	0.072	1.23077	0.384	0.312	0.28618
CKB	pfc	ipc	gw18	0.34896	0	0.145	1.23425	0.764	0.619	0.28273
AK1	pfc	ipc	gw18	0.34743	0	0.078	1.31967	0.322	0.244	0.26327
JTB	pfc	ipc	gw18	0.34732	0	0.075	1.28846	0.335	0.26	0.26956
NDUFS7	pfc	ipc	gw18	0.34361	3e-5	0.071	1.30472	0.304	0.233	0.26336
SYT4	pfc	ipc	gw18	0.34315	0.00405	0.067	1.34895	0.259	0.192	0.25438
PIN1	pfc	ipc	gw18	0.33741	0.00137	0.071	1.28629	0.319	0.248	0.26231
EIF5	pfc	ipc	gw18	0.3369	0	0.086	1.22051	0.476	0.39	0.27603
SRGAP1	pfc	ipc	gw18	0.33517	0	0.086	1.17916	0.566	0.48	0.28424
ARPC2	pfc	ipc	gw18	0.33041	0	0.097	1.21041	0.558	0.461	0.27297
PRKX	pfc	ipc	gw18	0.32919	0	0.055	1.19713	0.334	0.279	0.27499
PSMD8	pfc	ipc	gw18	0.32828	1.7e-4	0.072	1.23529	0.378	0.306	0.26575
RABEP1	pfc	ipc	gw18	0.32817	0	0.052	1.30232	0.224	0.172	0.25199
TPM1	pfc	ipc	gw18	0.32652	0	0.066	1.30555	0.282	0.216	0.2501
FKBP1A	pfc	ipc	gw18	0.32293	4e-5	0.073	1.2267	0.395	0.322	0.26325
PHPT1	pfc	ipc	gw18	0.32058	0	0.046	1.10291	0.493	0.447	0.29067
SMARCB1	pfc	ipc	gw18	0.31993	1e-5	0.076	1.23974	0.393	0.317	0.25806
PPDPF	pfc	ipc	gw18	0.31956	0	0.113	1.23108	0.602	0.489	0.25957
TUFM	pfc	ipc	gw18	0.31945	4.3e-4	0.054	1.16666	0.378	0.324	0.27382
NDUFB10	pfc	ipc	gw18	0.31377	0	0.085	1.21519	0.48	0.395	0.25821
RHEB	pfc	ipc	gw18	0.31258	0	0.062	1.23308	0.328	0.266	0.25349
TCEB2	pfc	ipc	gw18	0.31214	0	0.041	1.06065	0.717	0.676	0.29429
SMDT1	pfc	ipc	gw18	0.31136	0	0.094	1.19873	0.567	0.473	0.25974
VAMP2	pfc	ipc	gw18	0.30755	0	0.092	1.17132	0.629	0.537	0.26257
GADD45G	pfc	ipc	gw18	0.30579	0.00375	0.034	1.22221	0.187	0.153	0.2502
TBCC	pfc	ipc	gw18	0.30399	1e-5	0.048	1.20338	0.284	0.236	0.25261
HMGN1	pfc	ipc	gw18	0.30373	0	0.109	1.16268	0.779	0.67	0.26123
COX8A	pfc	ipc	gw18	0.30196	0	0.026	1.04693	0.58	0.554	0.28842
NDUFA11	pfc	ipc	gw18	0.30036	0	0.015	1.02941	0.525	0.51	0.29178
UQCR11	pfc	ipc	gw18	0.30024	0	0.063	1.11887	0.593	0.53	0.26834
HNRNPM	pfc	ipc	gw18	0.29948	0	0.066	1.13279	0.563	0.497	0.26437
YWHAQ	pfc	ipc	gw18	0.29783	0	0.102	1.15549	0.758	0.656	0.25776
TOMM7	pfc	ipc	gw18	0.28528	0	0.032	1.04819	0.696	0.664	0.27216
COX7A2	pfc	ipc	gw18	0.28374	0	0.017	1.0193	0.898	0.881	0.27837
THRA	pfc	ipc	gw18	0.27524	0	0.011	1.03679	0.31	0.299	0.26548
ATP5J2	pfc	ipc	gw18	0.27369	0	0.038	1.06714	0.604	0.566	0.25647
PTMA	pfc	ipc	gw18	0.27238	0	0.001	1.001	1	0.999	0.27211
TMSB10	pfc	ipc	gw18	0.25923	0	0	1	1	1	0.25923
GADD45GIP1	pfc	ipc	gw19	2.19695	0	0.251	3.61455	0.347	0.096	0.60781
MARCKSL1	pfc	ipc	gw19	1.90088	0	0.442	1.79353	0.999	0.557	1.05985
C18orf42	pfc	ipc	gw19	1.69113	0	0.093	5.22704	0.115	0.022	0.32353
LY6H	pfc	ipc	gw19	1.67483	0	0.196	3.48097	0.275	0.079	0.48114
STK17A	pfc	ipc	gw19	1.58489	0	0.127	4.2563	0.166	0.039	0.37236
PRELID1	pfc	ipc	gw19	1.48969	0	0.193	3.24415	0.279	0.086	0.45919
DUT	pfc	ipc	gw19	1.42834	0	0.195	2.96967	0.294	0.099	0.48098
MSRB2	pfc	ipc	gw19	1.40984	0	0.089	5.23785	0.11	0.021	0.26916
TERF2IP	pfc	ipc	gw19	1.39494	0	0.368	2.03081	0.725	0.357	0.68689
CYC1	pfc	ipc	gw19	1.39236	0	0.22	3.11535	0.324	0.104	0.44694
KLHDC2	pfc	ipc	gw19	1.223	0	0.201	2.67498	0.321	0.12	0.4572
ITPR2	pfc	ipc	gw19	1.20642	0	0.128	3.28566	0.184	0.056	0.36718
METTL9	pfc	ipc	gw19	1.07598	0	0.213	2.32297	0.374	0.161	0.46319
PWWP2A	pfc	ipc	gw19	1.04314	0	0.13	2.8571	0.2	0.07	0.3651
KRT10	pfc	ipc	gw19	1.0371	0	0.084	3.62489	0.116	0.032	0.28611
APLP1	pfc	ipc	gw19	1.02216	0	0.213	2.3148	0.375	0.162	0.44157
POU3F3	pfc	ipc	gw19	1.0129	0	0.257	1.94485	0.529	0.272	0.52081
WHSC1L1	pfc	ipc	gw19	1.00741	0	0.305	1.76059	0.706	0.401	0.5722
RBP1	pfc	ipc	gw19	0.9698	0	0.203	2.06282	0.394	0.191	0.47013
MZT2B	pfc	ipc	gw19	0.96768	0	0.147	2.58062	0.24	0.093	0.37498
EIF4A3	pfc	ipc	gw19	0.95309	0	0.135	2.95648	0.204	0.069	0.32237
EPHB6	pfc	ipc	gw19	0.94878	0	0.222	1.88445	0.473	0.251	0.50348
C1QBP	pfc	ipc	gw19	0.94389	0	0.167	2.60574	0.271	0.104	0.36223
BOD1	pfc	ipc	gw19	0.93651	0	0.132	2.75996	0.207	0.075	0.33932
JAK1	pfc	ipc	gw19	0.87542	0	0.137	2.4891	0.229	0.092	0.3517
AP1S2	pfc	ipc	gw19	0.87467	0	0.217	2.17934	0.401	0.184	0.40135
SYT1	pfc	ipc	gw19	0.8746	0	0.129	1.18943	0.81	0.681	0.73531
SRSF2	pfc	ipc	gw19	0.86008	0	0.22	1.94016	0.454	0.234	0.4433
WDR86	pfc	ipc	gw19	0.85957	0	0.092	3.1904	0.134	0.042	0.26942
PHLDA1	pfc	ipc	gw19	0.855	0	0.207	1.90789	0.435	0.228	0.44814
SRRM2	pfc	ipc	gw19	0.84774	0	0.262	1.82649	0.579	0.317	0.46413
ZNF821	pfc	ipc	gw19	0.84664	0	0.148	2.4095	0.253	0.105	0.35137
CST3	pfc	ipc	gw19	0.84549	0	0.122	2.52497	0.202	0.08	0.33485
AC004158.3	pfc	ipc	gw19	0.83909	0	0.183	2.10908	0.348	0.165	0.39785
NHLH1	pfc	ipc	gw19	0.83821	0	0.122	2.2323	0.221	0.099	0.37549
NCBP2-AS2	pfc	ipc	gw19	0.82332	0	0.099	3.02035	0.148	0.049	0.27259
SERP2	pfc	ipc	gw19	0.81378	0	0.135	2.55169	0.222	0.087	0.31892
RPS2	pfc	ipc	gw19	0.79313	0	0.304	1.45509	0.972	0.668	0.54508
MTCH1	pfc	ipc	gw19	0.78501	0	0.145	2.46462	0.244	0.099	0.31851
SEMA5B	pfc	ipc	gw19	0.77149	0	0.117	2.69561	0.186	0.069	0.2862
MAP1LC3A	pfc	ipc	gw19	0.77057	0	0.127	2.33682	0.222	0.095	0.32975
RANBP1	pfc	ipc	gw19	0.76971	0	0.243	1.93822	0.502	0.259	0.39713
MICU2	pfc	ipc	gw19	0.75625	0	0.131	2.32321	0.23	0.099	0.32552
UQCRFS1	pfc	ipc	gw19	0.73319	0	0.163	1.94766	0.335	0.172	0.37645
C1orf122	pfc	ipc	gw19	0.71794	0	0.089	2.81627	0.138	0.049	0.25493
ITM2B	pfc	ipc	gw19	0.71091	0	0.211	1.89029	0.448	0.237	0.37609
IER2	pfc	ipc	gw19	0.70934	0	0.183	1.79564	0.413	0.23	0.39503
JUN	pfc	ipc	gw19	0.70336	0	0.206	1.46188	0.652	0.446	0.48114
HMGA1	pfc	ipc	gw19	0.69944	0	0.116	2.38092	0.2	0.084	0.29377
AKIRIN2	pfc	ipc	gw19	0.69926	0	0.211	1.8508	0.459	0.248	0.37781
RRAGA	pfc	ipc	gw19	0.69672	0	0.154	1.97467	0.312	0.158	0.35283
GPC2	pfc	ipc	gw19	0.69638	0	0.156	1.92307	0.325	0.169	0.36212
PSPC1	pfc	ipc	gw19	0.67482	0	0.11	2.41023	0.188	0.078	0.27998
PKIA	pfc	ipc	gw19	0.67333	0	0.097	2.46966	0.163	0.066	0.27264
MRPS34	pfc	ipc	gw19	0.67322	0	0.111	2.23331	0.201	0.09	0.30145
FTH1	pfc	ipc	gw19	0.67318	0	0.257	1.34777	0.996	0.739	0.49948
RTN4	pfc	ipc	gw19	0.66353	0	0.235	1.35606	0.895	0.66	0.48931
HSPB1	pfc	ipc	gw19	0.66282	0	0.131	2.22428	0.238	0.107	0.29799
BCL11B	pfc	ipc	gw19	0.64231	0	0.165	1.72686	0.392	0.227	0.37195
MAF1	pfc	ipc	gw19	0.63523	0	0.117	2.44441	0.198	0.081	0.25987
RPL27	pfc	ipc	gw19	0.63308	0	0.232	1.44444	0.754	0.522	0.43829
TMEM57	pfc	ipc	gw19	0.61254	0	0.148	1.75897	0.343	0.195	0.34824
SCAF4	pfc	ipc	gw19	0.60876	0	0.083	2.27689	0.148	0.065	0.26736
TFDP2	pfc	ipc	gw19	0.60766	0	0.161	1.83853	0.353	0.192	0.33051
C14orf37	pfc	ipc	gw19	0.60278	0	0.141	1.90383	0.297	0.156	0.31661
KLF3	pfc	ipc	gw19	0.59418	0	0.105	2.0194	0.208	0.103	0.29424
TSPAN13	pfc	ipc	gw19	0.59072	0	0.179	1.70472	0.433	0.254	0.34652
CTTNBP2	pfc	ipc	gw19	0.58716	0	0.188	1.63087	0.486	0.298	0.36003
PFN1	pfc	ipc	gw19	0.58513	0	0.163	1.73093	0.386	0.223	0.33804
CCSER2	pfc	ipc	gw19	0.58389	0	0.142	1.8304	0.313	0.171	0.319
SH3BP5	pfc	ipc	gw19	0.57489	0	0.113	1.90398	0.238	0.125	0.30194
COX5A	pfc	ipc	gw19	0.57299	0	0.165	1.78947	0.374	0.209	0.3202
UBE2D1	pfc	ipc	gw19	0.56798	0	0.145	1.83814	0.318	0.173	0.309
AC090498.1	pfc	ipc	gw19	0.56786	0	0.155	1.73112	0.367	0.212	0.32803
SF1	pfc	ipc	gw19	0.55694	0	0.199	1.56695	0.55	0.351	0.35543
ANK3	pfc	ipc	gw19	0.54372	0	0.152	1.7835	0.346	0.194	0.30486
NCOR1	pfc	ipc	gw19	0.54182	0	0.205	1.57423	0.562	0.357	0.34418
NDFIP1	pfc	ipc	gw19	0.54117	0	0.133	1.73076	0.315	0.182	0.31268
OSBPL8	pfc	ipc	gw19	0.54022	0	0.154	1.61599	0.404	0.25	0.33429
C19orf43	pfc	ipc	gw19	0.53992	0	0.234	1.5598	0.652	0.418	0.34615
ARL2BP	pfc	ipc	gw19	0.53876	0	0.142	2.01427	0.282	0.14	0.26747
PPM1G	pfc	ipc	gw19	0.52602	0	0.112	1.88187	0.239	0.127	0.27952
UNC5D	pfc	ipc	gw19	0.52292	0	0.167	1.45628	0.533	0.366	0.35908
RPL41	pfc	ipc	gw19	0.52031	0	0.203	1.29208	0.898	0.695	0.40269
PDE1C	pfc	ipc	gw19	0.51784	0	0.112	2.00899	0.223	0.111	0.25776
LIMCH1	pfc	ipc	gw19	0.5162	0	0.098	1.90739	0.206	0.108	0.27063
OST4	pfc	ipc	gw19	0.50681	0	0.176	1.58085	0.479	0.303	0.32059
NEUROD1	pfc	ipc	gw19	0.50448	0	0.107	1.70394	0.259	0.152	0.29607
CNTNAP2	pfc	ipc	gw19	0.50357	0	0.123	1.8978	0.26	0.137	0.26534
TCEB2	pfc	ipc	gw19	0.49908	0	0.191	1.39544	0.674	0.483	0.35765
CCNL2	pfc	ipc	gw19	0.49209	0	0.11	1.76388	0.254	0.144	0.27898
UBE3A	pfc	ipc	gw19	0.47829	0	0.161	1.63888	0.413	0.252	0.29184
PGLS	pfc	ipc	gw19	0.47802	0	0.113	1.90398	0.238	0.125	0.25106
CEP85L	pfc	ipc	gw19	0.47194	0	0.101	1.66446	0.253	0.152	0.28354
SRGAP1	pfc	ipc	gw19	0.46823	0	0.187	1.37325	0.688	0.501	0.34096
NTM	pfc	ipc	gw19	0.46173	0	0.17	1.40189	0.593	0.423	0.32936
RP11-436D23.1	pfc	ipc	gw19	0.45961	0	0.173	1.5356	0.496	0.323	0.29931
RALGAPA1	pfc	ipc	gw19	0.44705	1e-5	0.091	1.69464	0.222	0.131	0.2638
FAU	pfc	ipc	gw19	0.44654	0	0.205	1.34687	0.796	0.591	0.33154
HIST1H1E	pfc	ipc	gw19	0.43589	0	0.104	1.64595	0.265	0.161	0.26483
SOX4	pfc	ipc	gw19	0.43269	0	0.007	1.00705	1	0.993	0.42966
PBRM1	pfc	ipc	gw19	0.4284	0	0.158	1.54861	0.446	0.288	0.27663
HIST1H4C	pfc	ipc	gw19	0.42443	0	0.153	1.40052	0.535	0.382	0.30305
PCBP2	pfc	ipc	gw19	0.42318	0	0.178	1.45524	0.569	0.391	0.2908
RPL23A	pfc	ipc	gw19	0.41831	0	0.076	1.08398	0.981	0.905	0.3859
COX5B	pfc	ipc	gw19	0.41828	0	0.167	1.42385	0.561	0.394	0.29376
BICD1	pfc	ipc	gw19	0.41795	0	0.142	1.33729	0.563	0.421	0.31253
FNBP4	pfc	ipc	gw19	0.41666	0	0.116	1.56585	0.321	0.205	0.26609
ZFAS1	pfc	ipc	gw19	0.41532	0	0.156	1.26712	0.74	0.584	0.32776
RPL36	pfc	ipc	gw19	0.40922	0	0.135	1.16854	0.936	0.801	0.3502
COX7A2	pfc	ipc	gw19	0.40451	0	0.156	1.23708	0.814	0.658	0.32699
ATP5J2	pfc	ipc	gw19	0.39462	0	0.163	1.46571	0.513	0.35	0.26924
NDUFB11	pfc	ipc	gw19	0.38701	0	0.176	1.31372	0.737	0.561	0.29459
KDM5B	pfc	ipc	gw19	0.38283	0	0.165	1.37162	0.609	0.444	0.27911
EPHA5	pfc	ipc	gw19	0.37184	0	0.121	1.43999	0.396	0.275	0.25822
RPL17	pfc	ipc	gw19	0.3686	0	0.173	1.32216	0.71	0.537	0.27879
APP	pfc	ipc	gw19	0.3657	0	0.157	1.39054	0.559	0.402	0.26299
RPL39	pfc	ipc	gw19	0.35642	0	0.013	1.01325	0.994	0.981	0.35176
TMSB10	pfc	ipc	gw19	0.35489	0	0.003	1.00301	1	0.997	0.35382
UBL5	pfc	ipc	gw19	0.34507	0	0.149	1.34331	0.583	0.434	0.25688
HMGN1	pfc	ipc	gw19	0.34072	0	0.192	1.35294	0.736	0.544	0.25184
COX7C	pfc	ipc	gw19	0.33709	0	0.131	1.17328	0.887	0.756	0.2873
RPL34	pfc	ipc	gw19	0.30915	0	0.002	1.00201	0.999	0.997	0.30853
COMMD6	pfc	ipc	gw19	0.3083	0	0.125	1.18573	0.798	0.673	0.26001
RPS28	pfc	ipc	gw19	0.29836	0	0.064	1.07256	0.946	0.882	0.27817
RPL37A	pfc	ipc	gw19	0.29342	0	0.006	1.00606	0.996	0.99	0.29166
MT-ND4L	pfc	ipc	gw19	0.29235	0	0.11	1.15692	0.811	0.701	0.2527
RPLP2	pfc	ipc	gw19	0.29208	0	0.077	1.08499	0.983	0.906	0.2692
RPS10	pfc	ipc	gw19	0.29079	0	0.108	1.13139	0.93	0.822	0.25702
MT-ND3	pfc	ipc	gw19	0.28624	0	0.027	1.02919	0.952	0.925	0.27813
RPLP1	pfc	ipc	gw19	0.28424	0	0.039	1.04109	0.988	0.949	0.27302
RPL37	pfc	ipc	gw19	0.2815	0	0.038	1.04004	0.987	0.949	0.27067
RPL21	pfc	ipc	gw19	0.27969	0	0.006	1.00606	0.996	0.99	0.27801
RPL35A	pfc	ipc	gw19	0.27314	0	0.029	1.03005	0.994	0.965	0.26517
RPS27	pfc	ipc	gw19	0.26012	0	0.01	1.01012	0.998	0.988	0.25751
SNHG25	pfc	ipc	gw19_2	2.59505	0	0.308	4.11107	0.407	0.099	0.63124
BCYRN1	pfc	ipc	gw19_2	2.42801	0	0.333	3.58137	0.462	0.129	0.67796
RBP1	pfc	ipc	gw19_2	1.13048	0	0.307	1.73445	0.725	0.418	0.65178
NTM	pfc	ipc	gw19_2	1.07594	0	0.181	1.26775	0.857	0.676	0.8487
HSPA1A	pfc	ipc	gw19_2	1.0539	0	0.136	1.22258	0.747	0.611	0.86202
NMT1	pfc	ipc	gw19_2	0.69561	1.5e-4	0.207	2.00975	0.412	0.205	0.34612
C2orf40	pfc	ipc	gw19_2	0.68273	0.01272	0.134	2.55811	0.22	0.086	0.26689
SCN3A	pfc	ipc	gw19_2	0.61913	0.32463	0.141	1.7268	0.335	0.194	0.35854
MTRNR2L1	pfc	ipc	gw19_2	0.60789	6.6e-4	0.145	1.35366	0.555	0.41	0.44907
SNHG9	pfc	ipc	gw19_2	0.59497	0.01515	0.155	2.01306	0.308	0.153	0.29556
RBMX	pfc	ipc	gw19_2	0.59283	0	0.147	1.19919	0.885	0.738	0.49436
HIST1H2AC	pfc	ipc	gw19_2	0.5784	0.17329	0.132	2.14781	0.247	0.115	0.2693
HSPA1B	pfc	ipc	gw19_2	0.57103	0.07336	0.154	1.31884	0.637	0.483	0.43298
AC004158.3	pfc	ipc	gw19_2	0.56738	0.08764	0.168	1.68852	0.412	0.244	0.33602
AP2B1	pfc	ipc	gw19_2	0.55589	0.03785	0.143	1.47351	0.445	0.302	0.37725
CHRDL1	pfc	ipc	gw19_2	0.55028	0.08006	0.144	1.77418	0.33	0.186	0.31016
EGR1	pfc	ipc	gw19_2	0.53811	0.04597	0.192	1.44239	0.626	0.434	0.37307
EMX2	pfc	ipc	gw19_2	0.52302	0.00399	0.105	1.17384	0.709	0.604	0.44556
RERE	pfc	ipc	gw19_2	0.50149	0.21195	0.145	1.27619	0.67	0.525	0.39296
BTG2	pfc	ipc	gw19_2	0.46057	1	0.116	1.28224	0.527	0.411	0.35919
PPP1R17	pfc	ipc	gw19_2	0.4555	0.00524	0.119	1.15315	0.896	0.777	0.395
DHRS7	pfc	ipc	gw19_2	0.45428	1	0.124	1.36151	0.467	0.343	0.33365
JUNB	pfc	ipc	gw19_2	0.42629	1	0.109	1.61581	0.286	0.177	0.26383
EIF2S2	pfc	ipc	gw19_2	0.42328	1	0.13	1.33163	0.522	0.392	0.31787
TMEM158	pfc	ipc	gw19_2	0.39758	1	-0.007	0.99289	0.978	0.985	0.40043
FOS	pfc	ipc	gw19_2	0.39698	1	0.045	1.05	0.945	0.9	0.37808
AAK1	pfc	ipc	gw19_2	0.39536	1	0.134	1.35078	0.516	0.382	0.29269
GNG4	pfc	ipc	gw19_2	0.39347	1	0.078	1.18267	0.505	0.427	0.33269
STK17A	pfc	ipc	gw19_2	0.39334	1	0.117	1.56521	0.324	0.207	0.2513
ZNF711	pfc	ipc	gw19_2	0.38094	1	0.101	1.31861	0.418	0.317	0.28889
CLMP	pfc	ipc	gw19_2	0.37064	1	0.115	1.19008	0.72	0.605	0.31144
DYNC1I2	pfc	ipc	gw19_2	0.35808	0.04415	0.092	1.1169	0.879	0.787	0.3206
TBCA	pfc	ipc	gw19_2	0.34808	0.04571	0.012	1.0142	0.857	0.845	0.3432
RND3	pfc	ipc	gw19_2	0.3441	1	0.079	1.11269	0.78	0.701	0.30925
NETO2	pfc	ipc	gw19_2	0.33592	1	0.109	1.3244	0.445	0.336	0.25364
CSRP2	pfc	ipc	gw19_2	0.3276	1	0.038	1.04732	0.841	0.803	0.31279
H3F3B	pfc	ipc	gw19_2	0.3257	1	0	1	1	1	0.3257
PSMD14	pfc	ipc	gw19_2	0.31965	1	0.102	1.24939	0.511	0.409	0.25585
DPYSL2	pfc	ipc	gw19_2	0.31642	0.09106	0.161	1.2648	0.769	0.608	0.25018
HSPH1	pfc	ipc	gw19_2	0.30879	1	0.031	1.23133	0.165	0.134	0.25077
PEG10	pfc	ipc	gw19_2	0.30234	1	0.087	1.14239	0.698	0.611	0.26466
ATP1B1	pfc	ipc	gw19_2	0.29993	1	0.015	1.02896	0.533	0.518	0.29149
PET100	pfc	ipc	gw19_2	0.28858	1	0.077	1.11774	0.731	0.654	0.25818
UQCR11	pfc	ipc	gw19_2	0.28467	0.96892	0.019	1.02533	0.769	0.75	0.27763
TMCO1	pfc	ipc	gw19_2	0.27953	1	0.045	1.09434	0.522	0.477	0.25543
EEF1B2	pfc	ipc	gw19_2	0.27522	1	0.069	1.07877	0.945	0.876	0.25513
ATP5E	pfc	ipc	gw19_2	0.27367	1	0.04	1.04315	0.967	0.927	0.26235
RPL21	pfc	ipc	gw19_2	0.27218	1	0.002	1.002	1	0.998	0.27164
TMSB10	pfc	ipc	gw19_2	0.26676	0.29123	0	1	1	1	0.26676
UQCRHL	pfc	ipc	gw20	3.26036	1	0.156	6.99973	0.182	0.026	0.46578
HMGCS1	pfc	ipc	gw20	2.79015	0.08567	0.223	2.88981	0.341	0.118	0.96551
DNAJC1	pfc	ipc	gw20	2.68657	1	0.101	3.8856	0.136	0.035	0.69142
NPY	pfc	ipc	gw20	2.49805	1	0.023	1.25273	0.114	0.091	1.99408
PRSS12	pfc	ipc	gw20	2.46535	1	0.101	3.8856	0.136	0.035	0.63448
HIST1H4C	pfc	ipc	gw20	2.45084	0.35281	0.169	1.77879	0.386	0.217	1.37781
GTF2H2C	pfc	ipc	gw20	2.26268	1	0.103	4.12109	0.136	0.033	0.54905
CEP41	pfc	ipc	gw20	1.84814	1	0.147	2.83746	0.227	0.08	0.65133
NCDN	pfc	ipc	gw20	1.84198	1	0.093	5.42831	0.114	0.021	0.33933
RPA3	pfc	ipc	gw20	1.83815	1	0.082	2.51847	0.136	0.054	0.72987
PSMD9	pfc	ipc	gw20	1.83093	1	0.141	4.43892	0.182	0.041	0.41247
ZNF519	pfc	ipc	gw20	1.75149	1	0.129	3.4339	0.182	0.053	0.51006
SNHG25	pfc	ipc	gw20	1.73284	1	0.126	3.24994	0.182	0.056	0.53319
TMA16	pfc	ipc	gw20	1.6448	1	0.084	2.11997	0.159	0.075	0.77586
ACVR2A	pfc	ipc	gw20	1.56781	1	0.09	2.95646	0.136	0.046	0.5303
SEC11C	pfc	ipc	gw20	1.54228	1	0.199	1.94761	0.409	0.21	0.79189
LL22NC03-2H8.5	pfc	ipc	gw20	1.50234	1	0.141	3.20307	0.205	0.064	0.46903
BCL11A	pfc	ipc	gw20	1.45815	1	0.171	2.00587	0.341	0.17	0.72694
SHOC2	pfc	ipc	gw20	1.4073	1	0.147	1.85964	0.318	0.171	0.75676
NDUFA13	pfc	ipc	gw20	1.39184	1	0.226	1.82481	0.5	0.274	0.76273
AP2B1	pfc	ipc	gw20	1.38501	1	0.24	2.01265	0.477	0.237	0.68815
MECP2	pfc	ipc	gw20	1.28703	1	0.164	2.50456	0.273	0.109	0.51387
COX17	pfc	ipc	gw20	1.28365	1	0.167	2.10595	0.318	0.151	0.60954
RPL36A	pfc	ipc	gw20	1.20839	4e-5	0.31	1.51753	0.909	0.599	0.79629
RPL17	pfc	ipc	gw20	1.19123	1	0.188	1.60256	0.5	0.312	0.74333
MT-ND4L	pfc	ipc	gw20	1.18259	0	0.205	1.26554	0.977	0.772	0.93446
HIF1A	pfc	ipc	gw20	1.16806	1	0.199	2.67225	0.318	0.119	0.43711
AC090498.1	pfc	ipc	gw20	1.13336	1	0.207	1.76666	0.477	0.27	0.64153
LLNLR-245B6.1	pfc	ipc	gw20	1.1204	1	0.091	1.66911	0.227	0.136	0.67126
RIF1	pfc	ipc	gw20	1.09721	1	0.147	1.85964	0.318	0.171	0.59001
CCND2	pfc	ipc	gw20	1.00995	1	0.157	1.45772	0.5	0.343	0.69283
CHD7	pfc	ipc	gw20	0.98097	1	0.07	1.62499	0.182	0.112	0.60368
ARRDC3	pfc	ipc	gw20	0.94596	1	0.203	2.10928	0.386	0.183	0.44847
EIF2S2	pfc	ipc	gw20	0.94432	1	0.144	1.65454	0.364	0.22	0.57075
MIF	pfc	ipc	gw20	0.9356	1	0.204	1.68918	0.5	0.296	0.55388
FBXO25	pfc	ipc	gw20	0.91995	1	0.044	1.62855	0.114	0.07	0.56489
UBA3	pfc	ipc	gw20	0.87097	1	0.067	1.72824	0.159	0.092	0.50396
ATP5I	pfc	ipc	gw20	0.81843	1	0.173	1.31227	0.727	0.554	0.62367
PTPRZ1	pfc	ipc	gw20	0.8183	1	0.174	1.29048	0.773	0.599	0.63411
