gene	individual	area	region	stage	cell_type	p_val_adj	avg_logfc	gene.score	enrichment_ratio	pct.1	pct.2
FTH1	gw14	somatosensory	msp	early	ipc	0	2.22178	4.92634	2.21729	1	0.451
FTH1	gw14	somatosensory	msp	early	neuron	0	2.01121	3.95512	1.96654	0.999	0.508
FTH1	gw14	somatosensory	msp	early	rg	0	2.23862	8.83806	3.948	0.987	0.25
FTL	gw14	motor	msp	early	neuron	0	0.2922	0.30968	1.05982	0.939	0.886
FXYD6	gw14	v1	v1	early	ipc	0.05034	0.42748	0.60503	1.41535	0.627	0.443
FZD3	gw14	somatosensory	msp	early	rg	7.9e-4	0.36609	0.73452	2.00637	0.315	0.157
GADD45GIP1	gw14	somatosensory	msp	early	ipc	0	1.01241	14.7362	14.55556	0.393	0.027
GADD45GIP1	gw14	somatosensory	msp	early	neuron	0	0.94475	9.62465	10.1875	0.326	0.032
GADD45GIP1	gw14	somatosensory	msp	early	rg	0	1.08168	16.17814	14.95652	0.344	0.023
GAMT	gw14	somatosensory	msp	early	rg	0.00325	0.38175	1.94683	5.09975	0.102	0.02
GARS	gw14	somatosensory	msp	early	neuron	0	0.34911	0.78978	2.26226	0.138	0.061
GBAS	gw14	somatosensory	msp	early	rg	0	0.73968	9.18018	12.41103	0.211	0.017
GCSH	gw14	somatosensory	msp	early	rg	0	0.97439	10.49828	10.77419	0.334	0.031
GCSH	gw14	somatosensory	msp	early	neuron	0	0.47436	5.21753	10.999	0.121	0.011
GDI1	gw14	v1	v1	early	ipc	0.03979	0.43244	0.67183	1.55357	0.522	0.336
GDI1	gw14	motor	msp	early	neuron	0.04368	0.33661	0.40678	1.20844	0.458	0.379
GDI1	gw14	v1	v1	early	neuron	6e-5	0.30256	0.40837	1.34973	0.494	0.366
GDI1	gw14	v1	v1	early	rg	0.02356	0.39963	0.63577	1.59091	0.315	0.198
GFY	gw14	v1	v1	early	neuron	0	0.36831	0.70506	1.91429	0.268	0.14
GINS2	gw14	v1	v1	early	rg	0.00189	0.37751	0.51949	1.37609	0.472	0.343
GLTSCR2	gw14	somatosensory	msp	early	ipc	0	0.7075	9.23294	13.05	0.261	0.02
GLTSCR2	gw14	somatosensory	msp	early	neuron	0	0.61521	6.47741	10.52879	0.179	0.017
GLTSCR2	gw14	somatosensory	msp	early	rg	0	0.62896	12.26342	19.49805	0.195	0.01
GNG3	gw14	v1	v1	early	neuron	0	0.37688	0.63376999999999994	1.68161	0.375	0.223
GOLIM4	gw14	motor	msp	early	rg	0.02427	1.00238	2.78271	2.77612	0.372	0.134
GPM6A	gw14	motor	msp	early	neuron	0	0.29962	0.30237000000000003	1.00917	0.99	0.981
GPM6A	gw14	motor	msp	early	rg	0.0125	0.79636	1.17024	1.46947	0.698	0.475
GPX3	gw14	somatosensory	msp	early	rg	0.01885	0.25641	0.41998	1.63792	0.38	0.232
GRIA1	gw14	v1	v1	early	neuron	0.00452	0.25755	0.55074	2.13843	0.139	0.065
GRIA2	gw14	somatosensory	msp	early	neuron	0.00182	0.25157	0.31394	1.24793	0.453	0.363
GTF3A	gw14	somatosensory	msp	early	ipc	0.00208	0.73733	4.8492	6.57667	0.171	0.026
GTF3A	gw14	somatosensory	msp	early	neuron	0	0.70557	6.50327	9.21699	0.212	0.023
GTF3A	gw14	somatosensory	msp	early	rg	0	0.50646	30.87882	60.96952	0.122	0.002
GUK1	gw14	somatosensory	msp	early	ipc	0	0.91306	3.1851	3.48837	0.45	0.129
GUK1	gw14	somatosensory	msp	early	neuron	0	0.72766	2.35861	3.24138	0.376	0.116
GUK1	gw14	somatosensory	msp	early	rg	1e-5	0.4778	1.27247	2.66316	0.253	0.095
H1F0	gw14	v1	v1	early	ipc	0.00535	0.52831	0.76797	1.45363	0.58	0.399
H1F0	gw14	v1	v1	early	neuron	0	0.73182	1.5015	2.05172	0.595	0.29
H2AFY2	gw14	somatosensory	msp	early	neuron	0	0.49157	1.42427	2.8974	0.226	0.078
H2AFY2	gw14	somatosensory	msp	early	rg	2e-5	0.45713	1.67285	3.6595	0.172	0.047
H2AFZ	gw14	v1	v1	early	rg	1e-5	0.29526	0.31162	1.05542	0.895	0.848
H3F3B	gw14	v1	v1	early	ipc	2e-5	0.26116	0.2638	1.0101	1	0.99
H3F3B	gw14	v1	v1	early	neuron	0	0.46496	0.48294	1.03866	0.994	0.957
HERC2	gw14	somatosensory	msp	early	neuron	0	0.44849	1.46442	3.26524	0.16	0.049
HERC2	gw14	somatosensory	msp	early	rg	7e-4	0.37021	1.22088	3.2978	0.155	0.047
HES1	gw14	motor	msp	early	ipc	5e-5	1.43874	4.88189	3.39316	0.397	0.117
HES6	gw14	somatosensory	msp	early	ipc	0.00959	0.6242	2.39272	3.83327	0.23	0.06
HEY1	gw14	somatosensory	msp	early	rg	0.02617	0.42131	0.94354	2.23956	0.215	0.096
HIST3H2A	gw14	somatosensory	msp	early	neuron	0	0.25027	0.5065	2.02379	0.17	0.084
HMGA1	gw14	somatosensory	msp	early	ipc	0.02161	0.46091	1.98388	4.30425	0.198	0.046
HMGA1	gw14	somatosensory	msp	early	neuron	0	0.34118	0.9887	2.8979	0.142	0.049
HMGB1	gw14	somatosensory	msp	early	neuron	0	0.28971	0.29721	1.02588	0.991	0.966
HMGCS1	gw14	v1	v1	early	rg	2.4e-4	0.38541	0.4729	1.22701	0.627	0.511
HMGN1	gw14	somatosensory	msp	early	ipc	0	1.13638	2.92549	2.57439	0.744	0.289
HMGN1	gw14	somatosensory	msp	early	neuron	0	0.89669	2.33985	2.60944	0.608	0.233
HMGN1	gw14	somatosensory	msp	early	rg	0	1.48215	8.28397	5.58915	0.721	0.129
HMGN3	gw14	v1	v1	early	rg	0	0.34797	0.3911	1.12394	0.925	0.823
HNRNPA0	gw14	somatosensory	msp	early	ipc	0	0.75963	1.48168	1.95052	0.749	0.384
HNRNPA0	gw14	somatosensory	msp	early	neuron	0	0.72203	1.44191	1.99701	0.667	0.334
HNRNPA0	gw14	somatosensory	msp	early	rg	0	0.98728	3.68423	3.73171	0.612	0.164
HNRNPAB	gw14	somatosensory	msp	early	neuron	0	0.30753	0.80867	2.62958	0.142	0.054
HNRNPD	gw14	somatosensory	msp	early	ipc	1.7e-4	0.66184	1.92125	2.90291	0.299	0.103
HNRNPH1	gw14	motor	msp	early	neuron	0	1.71941	3.18687	1.85347	0.721	0.389
HNRNPH1	gw14	v1	v1	early	neuron	0	0.79877	1.3017	1.62963	0.616	0.378
HNRNPH1	gw14	motor	msp	early	rg	0	1.79365	3.74853	2.08989	0.744	0.356
HNRNPH1	gw14	v1	v1	early	rg	1e-5	0.48616	0.72169	1.48447	0.478	0.322
HNRNPL	gw14	motor	msp	early	neuron	0.0746	0.40958	0.98668	2.40904	0.106	0.044
HNRNPM	gw14	somatosensory	msp	early	ipc	1e-5	0.58653	0.84077	1.43347	0.711	0.496
HNRNPM	gw14	somatosensory	msp	early	neuron	0	0.36635	0.50974	1.39141	0.583	0.419
HNRNPM	gw14	somatosensory	msp	early	rg	0	0.59747	1.04256	1.74495	0.691	0.396
HNRNPU	gw14	somatosensory	msp	early	ipc	0.06389	0.38034	0.64458	1.69474	0.483	0.285
HNRNPU	gw14	somatosensory	msp	early	rg	3e-5	0.48253	1.01664	2.10692	0.335	0.159
HOPX	gw14	v1	v1	early	rg	0.00655	0.32791	0.43827	1.33656	0.552	0.413
HP1BP3	gw14	somatosensory	msp	early	neuron	0	0.3937	0.5919	1.5034	0.442	0.294
HP1BP3	gw14	somatosensory	msp	early	rg	1e-5	0.45489	0.86952	1.9115	0.432	0.226
HSBP1	gw14	v1	v1	early	rg	8e-4	0.26771	0.3023	1.12918	0.743	0.658
HSD11B1L	gw14	somatosensory	msp	early	neuron	0	0.32458	1.39815	4.30753	0.112	0.026
HSP90AA1	gw14	somatosensory	msp	early	neuron	0	0.32438	0.34352	1.05903	0.915	0.864
HSP90AA1	gw14	somatosensory	msp	early	rg	0	0.3368	0.36483	1.08323	0.911	0.841
HSP90AB1	gw14	somatosensory	msp	early	neuron	0	0.25366	0.28632	1.12874	0.868	0.769
HSPA13	gw14	motor	msp	early	neuron	0.00991	0.36508	0.90896	2.48975	0.122	0.049
HSPA4	gw14	motor	msp	early	neuron	0	0.87799	3.17053	3.61111	0.26	0.072
HSPA8	gw14	v1	v1	early	neuron	0	0.25146	0.29715	1.18168	0.787	0.666
HSPB1	gw14	somatosensory	msp	early	rg	0	0.75169	1.52578	2.0298	0.613	0.302
HSPBP1	gw14	somatosensory	msp	early	rg	0.00205	0.35173	1.44204	4.09986	0.123	0.03
ID2	gw14	v1	v1	early	ipc	0.0048	0.4862	0.60279	1.2398	0.729	0.588
ID2	gw14	v1	v1	early	neuron	0	0.35198	0.4334	1.23132	0.857	0.696
IDH2	gw14	somatosensory	msp	early	ipc	0	0.75529	5.3258	7.05128	0.275	0.039
IDH2	gw14	somatosensory	msp	early	rg	0	0.8586	5.86707	6.83333	0.328	0.048
IDH2	gw14	somatosensory	msp	early	neuron	0	0.50373	2.51858	4.99985	0.17	0.034
IER2	gw14	somatosensory	msp	early	ipc	0	1.11186	7.68878	6.91525	0.408	0.059
IER2	gw14	somatosensory	msp	early	rg	0	2.09041	14.57015	6.97	0.697	0.1
IER2	gw14	somatosensory	msp	early	neuron	0	0.79237	6.22945	7.8618	0.228	0.029
IFI27L2	gw14	v1	v1	early	rg	2.8e-4	0.41577	0.54997	1.32275	0.5	0.378
IGFBP5	gw14	v1	v1	early	neuron	0	0.59682	1.98687	3.32911	0.263	0.079
ILF3	gw14	somatosensory	msp	early	ipc	0.0219	0.37589	0.78874	2.09836	0.384	0.183
IMP3	gw14	somatosensory	msp	early	ipc	0.00386	0.41492	3.21545	7.74961	0.155	0.02
IMP3	gw14	somatosensory	msp	early	neuron	0	0.42056	1.59419	3.79061	0.163	0.043
INSIG1	gw14	somatosensory	msp	early	neuron	0	0.3188	1.23835	3.88447	0.101	0.026
INSIG1	gw14	somatosensory	msp	early	rg	0	0.6667	3.40435	5.10627	0.24	0.047
INSR	gw14	motor	msp	early	neuron	0	0.99333	2.91149	2.93103	0.34	0.116
INSR	gw14	v1	v1	early	neuron	0	0.56583	1.47538	2.60748	0.279	0.107
INTU	gw14	somatosensory	msp	early	rg	0	0.6443	2.29527	3.56244	0.228	0.064
IRF2BPL	gw14	motor	msp	early	neuron	0	0.68026	1.65207	2.42857	0.272	0.112
IRF2BPL	gw14	v1	v1	early	neuron	3.6e-4	0.30381	0.5441	1.79089	0.197	0.11
ISCU	gw14	somatosensory	msp	early	neuron	0	0.29119	0.69475	2.38592	0.136	0.057
ISCU	gw14	somatosensory	msp	early	rg	0.00322	0.41688	1.38324	3.31811	0.146	0.044
ISYNA1	gw14	somatosensory	msp	early	neuron	1e-5	0.28403	0.6415	2.25858	0.131	0.058
ISYNA1	gw14	somatosensory	msp	early	rg	0.08281	0.35765	0.833	2.32908	0.184	0.079
ITGB1BP1	gw14	v1	v1	early	rg	0.00208	0.39516	0.65062	1.64646	0.326	0.198
ITM2B	gw14	somatosensory	msp	early	ipc	0	0.98887	4.80308	4.85714	0.408	0.084
ITM2B	gw14	somatosensory	msp	early	neuron	0	0.79779	3.39571	4.25641	0.332	0.078
ITM2B	gw14	somatosensory	msp	early	rg	0	1.503	30.75375	20.46154	0.532	0.026
ITSN1	gw14	somatosensory	msp	early	neuron	1e-5	0.32232	0.57301	1.77776	0.224	0.126
JMJD1C	gw14	somatosensory	msp	early	neuron	0	0.37966	0.8001	2.10744	0.255	0.121
JTB	gw14	somatosensory	msp	early	neuron	0	0.52161	1.86065	3.56711	0.239	0.067
JTB	gw14	somatosensory	msp	early	rg	0	0.49317	1.81382	3.6779	0.217	0.059
JUN	gw14	somatosensory	msp	early	ipc	0	1.05921	3.27009	3.0873	0.389	0.126
JUN	gw14	somatosensory	msp	early	neuron	0	1.15948	4.74628	4.09346	0.438	0.107
JUN	gw14	somatosensory	msp	early	rg	0	2.40435	10.68599	4.44444	0.84	0.189
JUNB	gw14	somatosensory	msp	early	rg	0	1.26711	24.15419	19.0625	0.305	0.016
KAT6B	gw14	somatosensory	msp	early	ipc	0.00294	0.51203	1.52998	2.9881	0.251	0.084
KDELR2	gw14	somatosensory	msp	early	neuron	0	0.31501	1.09705	3.48264	0.101	0.029
KDELR2	gw14	somatosensory	msp	early	rg	0	0.56684	4.70451	8.29959	0.166	0.02
KDM5B	gw14	somatosensory	msp	early	ipc	0.03736	0.42163	0.91733	2.17568	0.322	0.148
KDM5B	gw14	somatosensory	msp	early	rg	3.4e-4	0.34761	1.8944	5.44973	0.109	0.02
KIAA0101	gw14	v1	v1	early	rg	0.00106	0.41378	0.55709	1.34634	0.552	0.41
KIF21A	gw14	somatosensory	msp	early	neuron	1e-5	0.27716	0.5514	1.98945	0.189	0.095
KIF21A	gw14	somatosensory	msp	early	rg	7.7e-4	0.38732	0.94913	2.45052	0.223	0.091
KIF2A	gw14	somatosensory	msp	early	neuron	0	0.30901	0.68451	2.21516	0.175	0.079
KIF5B	gw14	somatosensory	msp	early	ipc	0.09747	0.49139	1.08183	2.20155	0.284	0.129
KIF5B	gw14	somatosensory	msp	early	neuron	0	0.39924	0.95418	2.38998	0.239	0.1
KIF5B	gw14	somatosensory	msp	early	rg	0	0.51713	2.269	4.38767	0.215	0.049
KIFAP3	gw14	somatosensory	msp	early	neuron	1.7e-4	0.26688	0.3622	1.35714	0.418	0.308
KLC1	gw14	somatosensory	msp	early	neuron	0	0.63454	1.74369	2.74797	0.338	0.123
KLC1	gw14	somatosensory	msp	early	rg	0.05167	0.33788	0.98605	2.91831	0.143	0.049
KLHDC2	gw14	somatosensory	msp	early	neuron	0	0.38817	1.25623	3.2363	0.178	0.055
KLHDC2	gw14	somatosensory	msp	early	rg	1e-5	0.39869	1.54726	3.88086	0.163	0.042
KRAS	gw14	somatosensory	msp	early	neuron	0	0.30873	0.91914	2.97721	0.131	0.044
KRT10	gw14	somatosensory	msp	early	ipc	0.00157	0.50078	4.00602	7.9996	0.16	0.02
KRT10	gw14	somatosensory	msp	early	neuron	0	0.60925	8.06023	13.22975	0.172	0.013
KRT10	gw14	somatosensory	msp	early	rg	0	0.66404	12.54918	18.89811	0.189	0.01
KRT31	gw14	motor	msp	early	ipc	0	1.31375	10.37313	7.89583	0.379	0.048
KRT31	gw14	motor	msp	early	neuron	0	0.77614	1.64985	2.12571	0.372	0.175
KTN1	gw14	somatosensory	msp	early	ipc	0	0.79835	2.50911	3.14286	0.374	0.119
KTN1	gw14	somatosensory	msp	early	neuron	0	0.83451	3.89046	4.66197	0.331	0.071
KTN1	gw14	somatosensory	msp	early	rg	0	1.10201	5.53453	5.02222	0.452	0.09
LAGE3	gw14	somatosensory	msp	early	neuron	0	0.34936	2.20638	6.31546	0.12	0.019
LAGE3	gw14	somatosensory	msp	early	rg	1.6e-4	0.4094	2.01415	4.9198	0.123	0.025
LAMP5	gw14	motor	msp	early	rg	3.4e-4	0.74609	3.41244	4.57377	0.279	0.061
LAMTOR5	gw14	v1	v1	early	rg	0.00491	0.30201	0.35737	1.1833	0.652	0.551
LARS	gw14	somatosensory	msp	early	rg	0.00168	0.42749	1.26071	2.9491	0.174	0.059
LIMCH1	gw14	motor	msp	early	neuron	0	0.34532	0.43218	1.25151	0.622	0.497
LIMCH1	gw14	somatosensory	msp	early	neuron	1.9e-4	0.25453	0.31922	1.25416	0.528	0.421
LIMCH1	gw14	motor	msp	early	ipc	0.02368	0.88789	1.60364	1.80612	0.708	0.392
LINC00643	gw14	motor	msp	early	neuron	0.00177	0.4311	0.68044	1.57838	0.292	0.185
LINC01122	gw14	somatosensory	msp	early	neuron	0	0.36476	1.14636	3.14278	0.132	0.042
LINC01551	gw14	somatosensory	msp	early	neuron	0	0.35717	0.47846	1.33958	0.572	0.427
LLNLR-245B6.1	gw14	motor	msp	early	neuron	0	0.51324	0.81776	1.59333	0.478	0.3
LMNB1	gw14	somatosensory	msp	early	rg	0.02089	0.36716	1.35387	3.68738	0.118	0.032
LMO3	gw14	motor	msp	early	ipc	0	1.19178	3.81212	3.19868	0.483	0.151
LMO3	gw14	motor	msp	early	neuron	0	0.80682	1.40104	1.7365	0.804	0.463
LMO3	gw14	motor	msp	early	rg	9e-5	1.11201	3.66037	3.29167	0.395	0.12
LMO3	gw14	v1	v1	early	neuron	0.03928	0.3601	0.40992	1.13836	0.543	0.477
LMO4	gw14	motor	msp	early	ipc	0	1.20684	3.6454	3.02062	0.586	0.194
LMO4	gw14	motor	msp	early	neuron	0	0.8898	1.63369	1.83601	0.571	0.311
LRRC16A	gw14	motor	msp	early	neuron	0	0.55179	2.59334	4.69984	0.141	0.03
LRRC75A	gw14	motor	msp	early	neuron	0.004	0.38953	1.25118	3.21202	0.106	0.033
LSM3	gw14	v1	v1	early	rg	0.01467	0.329	0.44778	1.36103	0.475	0.349
LSM7	gw14	motor	msp	early	neuron	0.0231	0.30537	0.33673	1.1027	0.612	0.555
LSM7	gw14	v1	v1	early	neuron	2.7e-4	0.25115	0.30872	1.2292	0.665	0.541
LY6H	gw14	somatosensory	msp	early	ipc	0	0.74186	5.27547	7.11111	0.256	0.036
LY6H	gw14	somatosensory	msp	early	neuron	0	1.01534	10.85139	10.6875	0.342	0.032
LY6H	gw14	somatosensory	msp	early	rg	0	0.88281	8.14466	9.22581	0.286	0.031
MAF1	gw14	somatosensory	msp	early	neuron	0	0.46031	3.01489	6.54967	0.131	0.02
MAF1	gw14	somatosensory	msp	early	rg	0	0.5871	4.02947	6.86332	0.151	0.022
MAGED2	gw14	v1	v1	early	rg	0	0.39552	0.54483	1.37748	0.624	0.453
MAP1B	gw14	motor	msp	early	neuron	0	0.27203	0.27483	1.0103	0.981	0.971
MAP1LC3A	gw14	somatosensory	msp	early	neuron	0	0.85187	7.61187	8.93548	0.277	0.031
MAP1LC3A	gw14	somatosensory	msp	early	ipc	0.09289	0.44434	4.03293	9.07622	0.118	0.013
MAP1LC3A	gw14	somatosensory	msp	early	rg	1.2e-4	0.43465	2.35093	5.40885	0.119	0.022
MAP1LC3B	gw14	somatosensory	msp	early	ipc	0	0.71592	3.75583	5.24615	0.341	0.065
MAP1LC3B	gw14	somatosensory	msp	early	neuron	0	0.73508	3.01771	4.10526	0.312	0.076
MAP1LC3B	gw14	somatosensory	msp	early	rg	0	0.73844	5.13023	6.94737	0.264	0.038
MAP2	gw14	somatosensory	msp	early	rg	0.01876	0.27826	0.48252	1.73403	0.326	0.188
MAPRE3	gw14	somatosensory	msp	early	neuron	0	0.325	1.08641	3.34276	0.117	0.035
MARCH5	gw14	somatosensory	msp	early	neuron	0	0.34352	1.32969	3.87084	0.12	0.031
MARCH6	gw14	motor	msp	early	neuron	0	0.74876	1.49752	2	0.49	0.245
MARCH6	gw14	v1	v1	early	neuron	0	0.43691	0.80474	1.84188	0.431	0.234
MARCKS	gw14	motor	msp	early	neuron	0	0.78924	1.22536	1.55258	0.753	0.485
MARCKSL1	gw14	somatosensory	msp	early	ipc	0	0.72966	1.4872	2.03822	0.64	0.314
MARCKSL1	gw14	somatosensory	msp	early	neuron	0	0.77007	1.59181	2.06709	0.647	0.313
MARCKSL1	gw14	somatosensory	msp	early	rg	0	0.74535	2.50771	3.36449	0.36	0.107
MDM4	gw14	motor	msp	early	neuron	0	0.97138	3.47652	3.57895	0.34	0.095
MDM4	gw14	v1	v1	early	neuron	0	0.32865	0.72302	2.19998	0.209	0.095
MEF2C	gw14	somatosensory	msp	early	neuron	0	0.33638	0.34426	1.02342	0.874	0.854
MEG3	gw14	motor	msp	early	neuron	0.04788	0.29429	0.3738	1.2702	0.503	0.396
MEIS2	gw14	somatosensory	msp	early	rg	0.05735	0.28631	0.37635	1.31451	0.652	0.496
METRN	gw14	somatosensory	msp	early	rg	0.00174	0.44103	1.50346	3.40901	0.15	0.044
METTL9	gw14	somatosensory	msp	early	ipc	0	0.65234	2.77244	4.25	0.289	0.068
METTL9	gw14	somatosensory	msp	early	neuron	0	0.72372	3.35853	4.64062	0.297	0.064
METTL9	gw14	somatosensory	msp	early	rg	0	0.77749	6.99739	9	0.252	0.028
MFGE8	gw14	somatosensory	msp	early	rg	3e-5	0.4509	1.38792	3.07808	0.197	0.064
MGST3	gw14	v1	v1	early	rg	1e-5	0.34178	0.41025	1.20032	0.743	0.619
MICU2	gw14	somatosensory	msp	early	rg	1.9e-4	0.39794	2.50455	6.29375	0.107	0.017
MIF	gw14	motor	msp	early	ipc	0.00937	0.51705	0.67133	1.29838	0.879	0.677
MIF	gw14	motor	msp	early	neuron	0	0.36819	0.4084	1.10921	0.843	0.76
MIF	gw14	somatosensory	msp	early	neuron	0	0.28271	0.35933	1.271	0.802	0.631
MIF	gw14	somatosensory	msp	early	rg	0	0.44309	0.63882	1.44173	0.767	0.532
MLF2	gw14	v1	v1	early	rg	0.07506	0.39618	0.55899	1.41095	0.309	0.219
MLLT11	gw14	v1	v1	early	ipc	0	0.47439	0.51392	1.08333	0.988	0.912
MLLT11	gw14	v1	v1	early	neuron	0	0.28079	0.29481	1.04995	0.967	0.921
MLLT3	gw14	somatosensory	msp	early	ipc	0.01848	0.50088	0.91608	1.82895	0.417	0.228
MORF4L2	gw14	v1	v1	early	rg	0.09499	0.31155	0.38759	1.24408	0.525	0.422
MOXD1	gw14	somatosensory	msp	early	rg	0.01682	0.40531	0.77966	1.92361	0.277	0.144
MPST	gw14	somatosensory	msp	early	neuron	0	0.36971	2.77266	7.49946	0.105	0.014
MPST	gw14	somatosensory	msp	early	rg	0	0.68562	6.53319	9.52885	0.162	0.017
MRPL23	gw14	somatosensory	msp	early	ipc	0.02214	0.46548	7.11412	15.28353	0.107	0.007
MRPL23	gw14	somatosensory	msp	early	rg	0	0.54831	14.69176	26.79464	0.134	0.005
MRPL41	gw14	somatosensory	msp	early	ipc	0	0.65993	3.89224	5.89796	0.289	0.049
MRPL41	gw14	somatosensory	msp	early	neuron	0	0.841	5.92523	7.04545	0.31	0.044
MRPL41	gw14	somatosensory	msp	early	rg	0	0.78738	7.63154	9.69231	0.252	0.026
MRPL51	gw14	v1	v1	early	rg	0.00775	0.32479	0.45594	1.40379	0.445	0.317
MRPS26	gw14	somatosensory	msp	early	neuron	0	0.39342	1.03617	2.63377	0.187	0.071
MRPS26	gw14	somatosensory	msp	early	rg	0	0.38247	1.27694	3.33866	0.207	0.062
MRPS34	gw14	somatosensory	msp	early	ipc	0	0.78566	7.69948	9.8	0.294	0.03
MRPS34	gw14	somatosensory	msp	early	rg	0	0.96261	21.84395	22.69231	0.295	0.013
MRPS34	gw14	somatosensory	msp	early	neuron	0	0.70052	6.69674	9.55962	0.239	0.025
MRPS5	gw14	somatosensory	msp	early	neuron	6.6e-4	0.32677	0.55653	1.70311	0.218	0.128
MT-CYB	gw14	somatosensory	msp	early	ipc	6e-5	0.33599	0.36225	1.07816	0.938	0.87
MT-ND2	gw14	somatosensory	msp	early	ipc	2e-5	0.5109	0.65459	1.28125	0.82	0.64
MT-ND2	gw14	somatosensory	msp	early	neuron	0	0.37455	0.45334	1.21036	0.771	0.637
MT-ND2	gw14	somatosensory	msp	early	rg	2e-5	0.38562	0.51211	1.328	0.664	0.5
MT2A	gw14	v1	v1	early	rg	1.5e-4	0.41597	0.55111	1.32487	0.522	0.394
MT3	gw14	v1	v1	early	rg	0.00218	0.36502	0.58976	1.61572	0.37	0.229
MTCH1	gw14	somatosensory	msp	early	neuron	0	0.50227	3.94263	7.84961	0.157	0.02
MTCH1	gw14	somatosensory	msp	early	rg	0	0.62022	7.7316	12.46584	0.187	0.015
MTDH	gw14	somatosensory	msp	early	ipc	0	0.85816	3.63349	4.23404	0.398	0.094
MTDH	gw14	somatosensory	msp	early	neuron	0	0.70487	2.42537	3.44086	0.32	0.093
MTDH	gw14	somatosensory	msp	early	rg	0	0.93018	5.8855	6.32727	0.348	0.055
MYDGF	gw14	somatosensory	msp	early	neuron	0	0.32393	0.88778	2.74069	0.148	0.054
MYDGF	gw14	somatosensory	msp	early	rg	0	0.55832	3.14043	5.62482	0.18	0.032
MYEF2	gw14	somatosensory	msp	early	neuron	1e-5	0.28291	0.60786	2.14862	0.159	0.074
MYL6	gw14	v1	v1	early	neuron	0	0.26387	0.33982	1.28782	0.698	0.542
MYL6B	gw14	v1	v1	early	rg	0	0.40651	0.5896	1.4504	0.541	0.373
NAA10	gw14	somatosensory	msp	early	ipc	0.00103	0.45351	1.38137	3.04598	0.265	0.087
NAP1L3	gw14	somatosensory	msp	early	neuron	0	0.38079	0.99887	2.62315	0.181	0.069
NBEAL1	gw14	v1	v1	early	neuron	1.7e-4	0.28823	0.44791	1.55399	0.331	0.213
NCAPH2	gw14	v1	v1	early	rg	0.01477	0.49703	1.41014	2.83714	0.122	0.043
NCBP2-AS2	gw14	somatosensory	msp	early	ipc	2e-5	0.48673	7.54353	15.49845	0.155	0.01
NCBP2-AS2	gw14	somatosensory	msp	early	neuron	0	0.43245	7.10353	16.42622	0.115	0.007
NCL	gw14	somatosensory	msp	early	ipc	0.07047	0.3907	0.59155	1.51408	0.645	0.426
NCL	gw14	somatosensory	msp	early	rg	0	0.45355	0.71068	1.56691	0.644	0.411
NCOR1	gw14	somatosensory	msp	early	ipc	0.01081	0.4504	1.22662	2.7234	0.256	0.094
NCOR1	gw14	somatosensory	msp	early	neuron	0	0.42292	1.1219	2.65274	0.191	0.072
NCOR1	gw14	somatosensory	msp	early	rg	0.00147	0.37997	1.08473	2.85479	0.177	0.062
NDFIP1	gw14	somatosensory	msp	early	ipc	0	0.67045	1.66763	2.48734	0.393	0.158
NDFIP1	gw14	somatosensory	msp	early	neuron	0	1.11245	3.5977	3.23404	0.608	0.188
NDFIP1	gw14	somatosensory	msp	early	rg	0	1.09436	6.31809	5.77333	0.433	0.075
NDUFA12	gw14	v1	v1	early	rg	0.01167	0.34976	0.48011	1.37267	0.442	0.322
NDUFA13	gw14	motor	msp	early	neuron	0	0.52276	0.67563	1.29244	0.769	0.595
NDUFA13	gw14	v1	v1	early	neuron	0	0.3258	0.41618	1.2774	0.746	0.584
NDUFA13	gw14	v1	v1	early	rg	0.00371	0.29461	0.3445	1.16937	0.649	0.555
NDUFB11	gw14	v1	v1	early	ipc	1e-5	0.38598	0.46804	1.21259	0.867	0.715
NDUFB2	gw14	v1	v1	early	neuron	0	0.26799	0.32783	1.22329	0.767	0.627
NDUFB2	gw14	v1	v1	early	rg	0.00865	0.25154	0.29683	1.18003	0.721	0.611
NDUFB7	gw14	v1	v1	early	ipc	0.02599	0.42928	0.71871	1.67422	0.591	0.353
NDUFB8	gw14	v1	v1	early	rg	0.07302	0.32154	0.4015	1.24866	0.467	0.374
NDUFC2	gw14	v1	v1	early	ipc	0.02027	0.47625	0.57872	1.21515	0.706	0.581
NEDD8	gw14	motor	msp	early	neuron	0.00913	0.26791	0.31108	1.16112	0.663	0.571
NEGR1	gw14	v1	v1	early	neuron	0	0.39029	2.05256	5.25906	0.142	0.027
NEUROD6	gw14	v1	v1	early	ipc	1e-4	0.30678	0.34146	1.11303	0.965	0.867
NFE2L2	gw14	somatosensory	msp	early	rg	1.3e-4	0.45805	1.09666	2.39421	0.249	0.104
NFIA	gw14	motor	msp	early	neuron	0	0.5004	0.60945	1.21793	0.788	0.647
NFIB	gw14	motor	msp	early	neuron	0	0.41376	0.43615	1.05411	0.974	0.924
NFIX	gw14	somatosensory	msp	early	neuron	0	0.57395	1.37248	2.3913	0.33	0.138
NHSL1	gw14	motor	msp	early	neuron	0	0.60929	1.92404	3.15785	0.24	0.076
NKAIN3	gw14	somatosensory	msp	early	rg	0.03378	0.41916	1.12848	2.69226	0.14	0.052
NLGN1	gw14	somatosensory	msp	early	neuron	0.05474	0.28592	0.47264	1.65304	0.162	0.098
