# From df_markers_by_cell_type_and_indiv.txt.
# Expanded metadata and filtered for excitatory lineage cells (rg, ipc, neuron).
# See `compare_markers_MAST_wilcox.Rmd`
# [2020-11-28]
# 
gene	p_val_adj	avg_logfc	gene.score	gene.ratio	pct.1	pct.2	p_val	stage_area	area	individual	celltype_stage	celltype_region	cell_type	file	stage_region	stage	region
SMARCB1	0	1.00733	5.15242	5.11494	0.445	0.087	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PFN1	0	1.11047	4.5933	4.13636	0.455	0.11	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CKB	0	0.94736	1.96377	2.07289	0.711	0.343	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SCAND1	0	0.89076	4.53078	5.08642	0.412	0.081	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ITM2B	0	0.98887	4.80308	4.85714	0.408	0.084	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
HNRNPA0	0	0.75963	1.48168	1.95052	0.749	0.384	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
UBE2D1	0	0.87617	5.98157	6.82692	0.355	0.052	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ATP5D	0	0.85743	7.29915	8.51282	0.332	0.039	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CLTA	0	0.88002	5.0635	5.75385	0.374	0.065	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CYC1	0	0.77289	9.7115	12.56522	0.289	0.023	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PGLS	0	0.73554	11.68211	15.88235	0.27	0.017	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MRPS34	0	0.78566	7.69948	9.8	0.294	0.03	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ZNF428	0	0.72611	1.5048	2.07242	0.744	0.359	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
GUK1	0	0.91306	3.1851	3.48837	0.45	0.129	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PRELID1	0	0.80218	8.3189	10.37037	0.28	0.027	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RANBP1	0	0.86025	3.3877	3.93805	0.445	0.113	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
TTC3	0	0.72246	1.17399	1.625	0.806	0.496	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
C1QBP	0	0.76913	5.13274	6.67347	0.327	0.049	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
GLTSCR2	0	0.7075	9.23294	13.05	0.261	0.02	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MTDH	0	0.85816	3.63349	4.23404	0.398	0.094	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PYURF	0	0.71218	3.87509	5.44118	0.37	0.068	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
UQCRFS1	0	0.70758	4.32265	6.10909	0.336	0.055	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PPM1G	0	0.66651	5.35062	8.02778	0.289	0.036	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MAP1LC3B	0	0.71592	3.75583	5.24615	0.341	0.065	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RCN2	0	0.8214	3.12286	3.80189	0.403	0.106	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RDX	0	0.88345	4.13072	4.67568	0.346	0.074	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SRSF2	0	0.79475	2.94779	3.70909	0.408	0.11	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
EIF3F	0	0.83494	2.45198	2.93671	0.464	0.158	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MARCKSL1	0	0.72966	1.4872	2.03822	0.64	0.314	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
IDH2	0	0.75529	5.3258	7.05128	0.275	0.039	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
AP1S2	0	0.84504	3.06126	3.62264	0.384	0.106	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RAB2A	0	0.76892	2.21429	2.87975	0.455	0.158	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
LY6H	0	0.74186	5.27547	7.11111	0.256	0.036	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MRPL41	0	0.65993	3.89224	5.89796	0.289	0.049	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
AKIRIN2	0	0.68121	2.96417	4.35135	0.322	0.074	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
JUN	0	1.05921	3.27009	3.0873	0.389	0.126	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
YWHAQ	0	0.59582	0.86181	1.44643	0.81	0.56	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
KTN1	0	0.79835	2.50911	3.14286	0.374	0.119	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
EPHB6	0	0.7799	3.21957	4.12821	0.322	0.078	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PTPRZ1	0	0.73852	1.56226	2.11538	0.55	0.26	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RNF145	0	0.60053	3.34205	5.56522	0.256	0.046	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
DUT	0	0.61654	3.142	5.09615	0.265	0.052	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
METTL9	0	0.65234	2.77244	4.25	0.289	0.068	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SOX4	0	0.28145	0.28286	1.00503	1	0.995	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SMAP1	0	0.54428	2.5828700000000002	4.74545	0.261	0.055	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ANP32B	0	0.6327	2.79889	4.42373	0.261	0.059	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
VIM	0	1.29943	4.31698	3.32222	0.299	0.09	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PAK2	0	0.64696	1.83053	2.82946	0.365	0.129	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
NDFIP1	0	0.67045	1.66763	2.48734	0.393	0.158	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
FSCN1	0	0.66765	1.86612	2.79508	0.341	0.122	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
BASP1	0	0.53038	0.82963	1.56422	0.682	0.436	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
UBE2D2	0	0.60583	1.82851	3.01818	0.332	0.11	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
HNRNPM	1e-5	0.58653	0.84077	1.43347	0.711	0.496	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
UBE2E3	1e-5	0.54141	1.19954	2.2156	0.483	0.218	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
TPM4	2e-5	0.589	2.10927	3.58108	0.265	0.074	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MT-ND2	2e-5	0.5109	0.65459	1.28125	0.82	0.64	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CST3	2e-5	0.52307	1.94385	3.71622	0.275	0.074	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PARP1	3e-5	0.54225	1.27711	2.35519	0.431	0.183	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RBM17	4e-5	0.55126	1.83754	3.33333	0.28	0.084	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ARL5A	4e-5	0.61574	2.17174	3.52703	0.261	0.074	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MT-CYB	6e-5	0.33599	0.36225	1.07816	0.938	0.87	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PPP2CA	1.4e-4	0.49546	1.50126	3.03	0.303	0.1	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
HNRNPD	1.7e-4	0.66184	1.92125	2.90291	0.299	0.103	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ARF5	2.7e-4	0.53747	1.27223	2.36709	0.374	0.158	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RHEB	5.7e-4	0.49942	1.10428	2.21111	0.398	0.18	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SF1	8.2e-4	0.49796	1.49387	3	0.27	0.09	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
NAA10	0.00103	0.45351	1.38137	3.04598	0.265	0.087	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
BTG1	0.00116	0.55774	1.35096	2.42222	0.327	0.135	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SMARCD1	0.00117	0.46822	1.43067	3.05556	0.275	0.09	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
AFF3	0.0013	0.5539	1.50574	2.71845	0.28	0.103	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
TOP1	0.00133	0.49383	1.12073	2.26946	0.379	0.167	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
BHLHE22	0.00154	0.58485	1.60834	2.75	0.275	0.1	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
KAT6B	0.00294	0.51203	1.52998	2.9881	0.251	0.084	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SERP1	0.00439	0.40893	0.90247	2.2069	0.384	0.174	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
C5orf24	0.00586	0.48056	1.1577	2.40909	0.318	0.132	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
C16orf13	0.00673	0.41538	1.03164	2.48361	0.303	0.122	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SYNE2	0.00753	0.50922	1.11296	2.18563	0.365	0.167	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SMARCA4	0.0083	0.45776	1.00243	2.18987	0.346	0.158	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
BAZ2B	0.00849	0.48375	1.28195	2.65	0.265	0.1	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
NCOR1	0.01081	0.4504	1.22662	2.7234	0.256	0.094	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CALD1	0.01186	0.52911	1.0183	1.92453	0.408	0.212	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MLLT3	0.01848	0.50088	0.91608	1.82895	0.417	0.228	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ARGLU1	0.01908	0.50435	0.88262	1.75	0.455	0.26	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PPP1CC	0.02162	0.4212	0.95513	2.26761	0.322	0.142	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ILF3	0.0219	0.37589	0.78874	2.09836	0.384	0.183	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SSTR2	0.02733	0.73527	1.79178	2.43689	0.251	0.103	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PCBP2	0.02944	0.43511	0.69618	1.6	0.512	0.32	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CDC42EP3	0.03515	0.367	0.97996	2.67021	0.251	0.094	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
AAK1	0.0371	0.41227	1.03067	2.5	0.275	0.11	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
KDM5B	0.03736	0.42163	0.91733	2.17568	0.322	0.148	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
YTHDC1	0.04381	0.42747	0.8526	1.99454	0.365	0.183	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
DTD1	0.04509	0.43904	1.102	2.51	0.251	0.1	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
HNRNPU	0.06389	0.38034	0.64458	1.69474	0.483	0.285	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
NCL	0.07047	0.3907	0.59155	1.51408	0.645	0.426	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ANKRD11	0.07201	0.43897	1.05752	2.40909	0.265	0.11	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
KIF5B	0.09747	0.49139	1.08183	2.20155	0.284	0.129	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SPAG9	0.11109	0.40301	0.92493	2.29508	0.28	0.122	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SMC3	0.11444	0.38091	0.69986	1.83732	0.384	0.209	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SSRP1	0.12019	0.34514	0.79164	2.29365	0.289	0.126	0	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PSMA7	0.15744	0.32109	0.39913	1.24306	0.716	0.576	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
COX4I1	0.20085	0.29859	0.35527	1.18984	0.796	0.669	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
NFIX	0.21429	0.47236	0.94145	1.9931	0.289	0.145	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
UBXN4	0.21843	0.37063	0.7245	1.9548	0.346	0.177	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
FEZ1	0.24137	0.47851	0.78446	1.63941	0.441	0.269	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ITGB1	0.25444	0.40092	0.90966	2.26891	0.27	0.119	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
UBE3A	0.28433	0.32996	0.76802	2.32759	0.27	0.116	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RWDD1	0.28601	0.41437	0.73686	1.77828	0.393	0.221	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PPP1R17	0.34392	0.63161	1.22791	1.9441	0.313	0.161	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
TCF4	0.3531	0.31521	0.35489	1.12588	0.796	0.707	1e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
NASP	0.3879	0.39647	0.7272	1.83417	0.365	0.199	2e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
ATP1B3	0.44734	0.37454	0.8289	2.21311	0.27	0.122	2e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SARAF	0.48661	0.4196	0.66037	1.57383	0.469	0.298	2e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PRPF4B	0.56446	0.34036	0.71667	2.10563	0.299	0.142	2e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PTP4A1	0.65271	0.37523	0.69877	1.86224	0.365	0.196	3e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CALM1	0.7864	0.30686	0.3433	1.11873	0.848	0.758	3e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
CCDC112	0.864	0.43688	0.79367	1.81667	0.327	0.18	4e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
PRRC2C	0.86778	0.36075	0.75548	2.0942	0.289	0.138	4e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
SH3BGRL	1	0.27991	0.57095	2.03974	0.308	0.151	5e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MZT2B	1	0.38657	0.81116	2.09836	0.256	0.122	5e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
HMGB2	1	0.36499	0.80549	2.2069	0.256	0.116	5e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MIF	1	0.27547	0.31375	1.13897	0.754	0.662	5e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
POU3F2	1	0.3423	0.70906	2.07143	0.261	0.126	6e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
KLC1	1	0.35987	0.68844	1.91304	0.308	0.161	8e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
MRPS5	1	0.33975	0.65965	1.94156	0.299	0.154	9e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
FZD3	1	0.37312	0.66562	1.78392	0.355	0.199	9e-5	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
DEK	1	0.40006	0.70623	1.76531	0.346	0.196	1e-4	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RNMT	1	0.32984	0.57313	1.73762	0.351	0.202	1e-4	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
FOS	1	0.57233	0.84698	1.47987	0.441	0.298	1e-4	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
RTN4	1	0.30667	0.38202	1.2457	0.725	0.582	1.1e-4	early_somatosensory	somatosensory	gw14	ipc_early	ipc_msp	ipc	gw14_neocortex_ipc_byarea_clustermarkers.txt	early_msp	early	msp
